"STATION","NAME","DATE","DP01","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMSD","EMSN","EMXP","PRCP","SNOW"
"USC00172765","FARMINGTON, ME US","1893-01",,,,"4","21","31","27","0","0",,"12.8",,,"19.3"
"USC00172765","FARMINGTON, ME US","1893-02","7","4",,,"14","28","17","0","0",,,"1.40","3.83",
"USC00172765","FARMINGTON, ME US","1893-03","4","2",,"1","5","30","5","0","0",,"12.0","1.65","2.69","12.5"
"USC00172765","FARMINGTON, ME US","1893-04","6","4",,,"0","28","2","0","0",,,"1.13","2.34",
"USC00172765","FARMINGTON, ME US","1893-05","9","6",,"0","0","5","0","15","1",,"0.0","2.32","6.95","0.0"
"USC00172765","FARMINGTON, ME US","1893-06","8","7",,,"0","0","0","22","6",,,"1.22","2.78",
"USC00172765","FARMINGTON, ME US","1893-07","9","4",,,"0","0","0","31","9",,,"0.63","1.60",
"USC00172765","FARMINGTON, ME US","1893-08","10","7",,,"0","0","0","27","8",,,"1.15","3.76",
"USC00172765","FARMINGTON, ME US","1893-09","10","7",,,"0","3","0","15","0",,,"1.17","3.02",
"USC00172765","FARMINGTON, ME US","1893-10","6","6",,,"0","9","0","8","0",,,"2.05","5.72",
"USC00172765","FARMINGTON, ME US","1893-11","6","3",,"2","0","28","3","0","0",,"3.0","1.42","3.00","4.0"
"USC00172765","FARMINGTON, ME US","1893-12",,,,,"10","30","15","0","0",,,,,
"USC00172765","FARMINGTON, ME US","1894-01","4","4",,,"12","31","20","0","0",,,"0.59","1.65",
"USC00172765","FARMINGTON, ME US","1894-02",,,,,"12","28","15","0","0",,,,,
"USC00172765","FARMINGTON, ME US","1894-03","5","3",,"3","0","28","1","1","0",,"6.0","1.25","2.20","11.8"
"USC00172765","FARMINGTON, ME US","1894-04",,,,"1","0","19","0","5","0",,"5.5",,,"6.9"
"USC00172765","FARMINGTON, ME US","1894-05","8","7",,,"0","4","0","18","2",,,"1.35","5.14",
"USC00172765","FARMINGTON, ME US","1894-06",,,,,"0","0","0","24","12",,,,,
"USC00172765","FARMINGTON, ME US","1894-07",,,,,"0","0","0","31","12",,,,,
"USC00172765","FARMINGTON, ME US","1894-08",,,,,"0","0","0","27","0",,,,,
"USC00172765","FARMINGTON, ME US","1894-09","7","6",,,"0","4","0","18","0",,,"1.74","5.73",
"USC00172765","FARMINGTON, ME US","1894-10",,,,,"0","12","0","3","0",,,,,
"USC00172765","FARMINGTON, ME US","1894-11","8","7",,,"3","28","5","0","0",,,"0.96","2.96",
"USC00172765","FARMINGTON, ME US","1894-12","8","6",,"5","7","30","15","0","0",,"6.0","0.73","2.76","18.5"
"USC00172765","FARMINGTON, ME US","1895-01","12","10",,,"13","30","19","0","0",,,"1.10","4.05",
"USC00172765","FARMINGTON, ME US","1895-02","3","2",,"2",,,"13","0","0",,"8.0","0.80","0.95","9.5"
"USC00172765","FARMINGTON, ME US","1895-03","9","7",,,"3","30","3","0","0",,,"0.90","1.88",
"USC00172765","FARMINGTON, ME US","1895-04","9","7",,,"0","21","0","6","0",,,"1.78","5.67",
"USC00172765","FARMINGTON, ME US","1895-05",,,,,"0","2","0","16","7",,,,,
"USC00172765","FARMINGTON, ME US","1895-06","8","5",,,"0","0","0","27","11",,,"1.52","3.38",
"USC00172765","FARMINGTON, ME US","1895-07",,,,,"0","0","0","31","6",,,,,
"USC00172765","FARMINGTON, ME US","1895-08",,,,,"0","0","0","29","2",,,,,
"USC00172765","FARMINGTON, ME US","1895-09",,,,,"0","4","0","24","6",,,,,
"USC00172765","FARMINGTON, ME US","1895-10",,,,,"0","19","0","6","0",,,,,
"USC00172765","FARMINGTON, ME US","1895-11","10","7",,,"0","27","2","3","0",,,"1.12","5.76",
"USC00172765","FARMINGTON, ME US","1895-12",,,,"1","6","27","10","0","0",,"3.0",,,"3.5"
"USC00172765","FARMINGTON, ME US","1896-01","4","3",,,"10","31",,,,,,"0.35","0.80",
"USC00172765","FARMINGTON, ME US","1896-02","8","6",,"4","6","29","19","0","0",,"7.0","2.08","5.58","20.0"
"USC00172765","FARMINGTON, ME US","1896-03",,,,,"3","29","8","0","0",,,,,
"USC00172765","FARMINGTON, ME US","1896-04","9","6",,"3","0","16","0","6","0",,"6.3","1.00","2.66","10.8"
"USC00172765","FARMINGTON, ME US","1896-05",,,,,"0","6","0","25","1",,,,,
"USC00172765","FARMINGTON, ME US","1896-06","10","7",,,,,"0","25","5",,,"0.74","2.49",
"USC00172765","FARMINGTON, ME US","1896-07","10","7",,,"0","0","0","30","10",,,"1.36","3.75",
"USC00172765","FARMINGTON, ME US","1896-08",,,,,"0","0","0","25","7",,,,,
"USC00172765","FARMINGTON, ME US","1896-09","10","7",,,"0","5","0","19","2",,,"1.95","4.61",
"USC00172765","FARMINGTON, ME US","1896-10","14","9",,,"0","10","0","0","0",,,"1.39","3.88",
"USC00172765","FARMINGTON, ME US","1896-11",,,,,"1","22","4","0","0",,,,,
"USC00172765","FARMINGTON, ME US","1896-12","3","3",,,"8","31","17","0","0",,,"0.78","1.15",
"USC00172765","FARMINGTON, ME US","1897-01","11","9",,,"8","29","16","0","0",,,"1.34","5.44",
"USC00172765","FARMINGTON, ME US","1897-03","10","9",,,"3","29","7","0","0",,,"0.83","4.85",
"USC00172765","FARMINGTON, ME US","1897-04","12","8",,"1","0","17","0","6","0",,"2.0","0.82","3.19","2.0"
"USC00172765","FARMINGTON, ME US","1897-05","11","8",,,"0","2","0","17","0",,,"1.15","3.75",
"USC00172765","FARMINGTON, ME US","1897-06","11","9",,,"0","0","0","18","2",,,"0.99","4.31",
"USC00172765","FARMINGTON, ME US","1897-07","12","12",,,"0","0","0","30","13",,,"2.67","8.11",
"USC00172765","FARMINGTON, ME US","1897-08",,,,,"0","0","0","29","2",,,,,
"USC00172765","FARMINGTON, ME US","1897-09","8","4",,,"0","3","0","13","2",,,"1.66","2.98",
"USC00172765","FARMINGTON, ME US","1897-10","4","3",,,,,,,,,,"0.52","0.95",
"USC00172765","FARMINGTON, ME US","1897-11","12","9",,,,,,,,,,"0.87","5.01",
"USC00172765","FARMINGTON, ME US","1897-12","10","9",,,,,,,,,,"1.38","4.98",
"USC00172765","FARMINGTON, ME US","1898-02","11","11",,"11","5","28","12","0","0",,"14.0","1.45","6.85","63.5"
"USC00172765","FARMINGTON, ME US","1898-03","6","3",,"1","0","26","0","0","0",,"2.5","0.20","0.55","2.5"
"USC00172765","FARMINGTON, ME US","1898-04","12","9",,"2","0","16","1","0","0",,"6.0","0.80","2.70","7.5"
"USC00172765","FARMINGTON, ME US","1898-05","14","6",,,"0","2","0","9","0",,,"0.55","1.80",
"USC00172765","FARMINGTON, ME US","1898-06","14","10",,,"0","0","0","22","0",,,"0.86","4.34",
"USC00172765","FARMINGTON, ME US","1898-07","6","6",,,"0","0","0","30","2",,,"1.00","2.80",
"USC00172765","FARMINGTON, ME US","1898-08","8","8",,,"0","0","0","29","0",,,"1.20","3.27",
"USC00172765","FARMINGTON, ME US","1898-09","11","6",,,"0","3","0","17","0",,,"0.90","2.83",
"USC00172765","FARMINGTON, ME US","1898-10","14","8",,,"0","12","0","5","0",,,"1.07","4.63",
"USC00172765","FARMINGTON, ME US","1898-11","11","8",,"4","0","23","2","0","0",,"9.0","0.90","4.41","20.5"
"USC00172765","FARMINGTON, ME US","1898-12","7","2",,,"12","31","17","0","0",,,"0.20","0.44",
"USC00172765","FARMINGTON, ME US","1899-01","9","7",,"6","15","31","21","0","0",,"5.0","0.60","2.57","16.0"
"USC00172765","FARMINGTON, ME US","1899-02","8","8",,,"13","28","19","0","0",,,"0.60","2.60",
"USC00172765","FARMINGTON, ME US","1899-03","15","13",,"11","2","31","14","0","0",,"11.5","1.10","5.80","43.5"
"USC00172765","FARMINGTON, ME US","1899-04","5","2",,"2","0","20","0","5","0",,"4.5","0.65","0.92","5.5"
"USC00172765","FARMINGTON, ME US","1899-05","11","5",,,"0","6","0","17","0",,,"0.52","1.98",
"USC00172765","FARMINGTON, ME US","1899-06","13","7",,,"0","0","0","28","2",,,"0.80","2.41",
"USC00172765","FARMINGTON, ME US","1899-07","14","10",,,"0","0","0","29","4",,,"1.18","5.07",
"USC00172765","FARMINGTON, ME US","1899-08","9","2",,,"0","0","0","27","2",,,"1.30","1.91",
"USC00172765","FARMINGTON, ME US","1899-09","13","9",,,"0","2","0","11","0",,,"0.71","3.26",
"USC00172765","FARMINGTON, ME US","1899-10","6","5",,"0","0","9","0","6","0",,"0.0","0.51","1.43","0.0"
"USC00172765","FARMINGTON, ME US","1899-11","7","6",,"1","0","28","2","0","0",,"6.0","0.90","2.60","6.5"
"USC00172765","FARMINGTON, ME US","1899-12","10","6",,"3","4","29","14","0","0",,"4.5","0.82","2.71","8.3"
"USC00172765","FARMINGTON, ME US","1900-01","12","10",,"7","14","31","18","0","0",,"12.0","1.90","6.19","36.5"
"USC00172765","FARMINGTON, ME US","1900-02","12","8",,,"9","28","17","0","0",,,"3.25","10.77",
"USC00172765","FARMINGTON, ME US","1900-03","7","5",,"4","5","30","13","0","0",,"14.5","2.70","7.04","24.5"
"USC00172765","FARMINGTON, ME US","1900-04","8","4",,"1","0","18","0","3","0",,"1.0","0.67","1.74","1.0"
"USC00172765","FARMINGTON, ME US","1900-05","13","10",,,"0","9","0","11","0",,,"1.48","5.13",
"USC00172765","FARMINGTON, ME US","1900-06","9","5",,,"0","0","0","29","0",,,"2.13","5.52",
"USC00172765","FARMINGTON, ME US","1900-07","10","8",,,"0","0","0","29","1",,,"2.39","4.88",
"USC00172765","FARMINGTON, ME US","1900-08","10","5",,,"0","0","0","28","4",,,"0.81","2.30",
"USC00172765","FARMINGTON, ME US","1900-09","9","4",,,"0","2","0","17","1",,,"2.05","4.82",
"USC00172765","FARMINGTON, ME US","1900-10","13","8",,,"0","5","0","10","0",,,"0.78","4.23",
"USC00172765","FARMINGTON, ME US","1900-11","10","9",,"3","0","23","4","1","0",,"8.0","2.63","8.50","12.0"
"USC00172765","FARMINGTON, ME US","1900-12","5","1",,"3","11","31","16","0","0",,"16.0","1.62","1.77","18.0"
"USC00172765","FARMINGTON, ME US","1901-01","14","9",,"12","11","30","22","0","0",,"8.0","1.50","3.26","34.5"
"USC00172765","FARMINGTON, ME US","1901-02","3","2",,"2","6","28","25","0","0",,"7.0","0.80","1.04","10.5"
"USC00172765","FARMINGTON, ME US","1901-03","12","10",,"6","4","31","6","0","0",,"4.0","1.23","4.53","12.0"
"USC00172765","FARMINGTON, ME US","1901-04","12","10",,,"0","9","0","2","0",,,"1.60","6.88",
"USC00172765","FARMINGTON, ME US","1901-05","15","9",,,"0","1","0","10","0",,,"0.93","3.95",
"USC00172765","FARMINGTON, ME US","1901-06","13","8",,,"0","0","0","25","4",,,"0.97","3.47",
"USC00172765","FARMINGTON, ME US","1901-07","12","8",,,"0","0","0","29","3",,,"1.34","4.22",
"USC00172765","FARMINGTON, ME US","1901-08","9","6",,,"0","0","0","27","0",,,"1.91","3.45",
"USC00172765","FARMINGTON, ME US","1901-09","13","8",,,"0","2","0","18","1",,,"0.67","2.26",
"USC00172765","FARMINGTON, ME US","1901-10","6","5",,"0","0","17","0","2","0",,"0.0","1.73","3.03","0.0"
"USC00172765","FARMINGTON, ME US","1901-11","9","4",,"3","2","29","10","0","0",,"13.0","1.06","2.10","19.0"
"USC00172765","FARMINGTON, ME US","1901-12","12","8",,"4","4","30","13","0","0",,"14.0","2.95","8.97","28.0"
"USC00172765","FARMINGTON, ME US","1902-01","8","6",,"5","11","31","26","0","0",,"7.8","1.62","3.32","14.3"
"USC00172765","FARMINGTON, ME US","1902-02","8","5",,,"8","28","19","0","0",,,"1.16","2.37",
"USC00172765","FARMINGTON, ME US","1902-03","17","12",,"3","0","17","1","0","0",,"7.5","1.56","8.43","13.0"
"USC00172765","FARMINGTON, ME US","1902-04","14","9",,,"0","13","0","1","0",,,"0.86","3.67",
"USC00172765","FARMINGTON, ME US","1902-05","12","10",,,"0","7","0","8","0",,,"1.12","5.16",
"USC00172765","FARMINGTON, ME US","1902-06","16","10",,,"0","0","0","22","0",,,"2.10","5.28",
"USC00172765","FARMINGTON, ME US","1902-07","11","7",,,"0","0","0","24","1",,,"0.47","1.93",
"USC00172765","FARMINGTON, ME US","1902-08","14","9",,,"0","0","0","26","0",,,"0.60","3.34",
"USC00172765","FARMINGTON, ME US","1902-09","13","9",,,"0","3","0","14","0",,,"0.90","3.61",
"USC00172765","FARMINGTON, ME US","1902-10","9","5",,,"0","11","0","4","0",,,"2.56","4.68",
"USC00172765","FARMINGTON, ME US","1902-11","8","4",,"2","0","24","0","0","0",,"1.5","0.39","1.19","2.5"
"USC00172765","FARMINGTON, ME US","1902-12","10","6",,"7","11","31","20","0","0",,"10.0","1.20","4.31","31.5"
"USC00172765","FARMINGTON, ME US","1903-01","9","7",,"6","13","30","18","0","0",,"6.5","1.30","3.61","23.5"
"USC00172765","FARMINGTON, ME US","1903-02","9","6",,"7","7","27","15","0","0",,"6.0","0.70","2.63","20.0"
"USC00172765","FARMINGTON, ME US","1903-03","14","10",,,"0","24","1","1","0",,,"1.06","5.67",
"USC00172765","FARMINGTON, ME US","1903-04","8","6",,"2","0","19","1","2","0",,"3.0","0.73","2.77","4.5"
"USC00172765","FARMINGTON, ME US","1903-05","4","3",,,"0","6","0","18","1",,,"0.24","0.59",
"USC00172765","FARMINGTON, ME US","1903-06","11","7",,,"0","0","0","17","0",,,"4.40","5.70",
"USC00172765","FARMINGTON, ME US","1903-07","17","11",,,"0","0","0","28","1",,,"0.92","4.28",
"USC00172765","FARMINGTON, ME US","1903-08","11","7",,,"0","0","0","25","0",,,"1.12","2.67",
"USC00172765","FARMINGTON, ME US","1903-09","4","3",,,"0","3","0","18","1",,,"0.56","1.17",
"USC00172765","FARMINGTON, ME US","1903-10","10","6",,"0","0","13","0","2","0",,"0.0","1.08","3.08","0.0"
"USC00172765","FARMINGTON, ME US","1903-11","8","4",,"2","1","25","10","1","0",,"3.0","0.45","1.24","5.0"
"USC00172765","FARMINGTON, ME US","1903-12","11","6",,"5","8","31","20","0","0",,"11.0","1.82","4.19","21.5"
"USC00172765","FARMINGTON, ME US","1904-01","11","7",,"9","17","30","28","0","0",,"6.5","0.99","3.53","31.5"
"USC00172765","FARMINGTON, ME US","1904-02","11","2",,"8","15","29","24","0","0",,"4.0","0.22","0.72","11.9"
"USC00172765","FARMINGTON, ME US","1904-03","12","6",,"3","1","28","6","0","0",,"3.0","1.20","3.13","5.0"
"USC00172765","FARMINGTON, ME US","1904-04","11","10",,"3","0","22","0","0","0",,"7.0","1.70","6.36","12.5"
"USC00172765","FARMINGTON, ME US","1904-05","9","9",,,"0","3","0","20","0",,,"1.20","5.72",
"USC00172765","FARMINGTON, ME US","1904-06","9","5",,,"0","0","0","23","1",,,"0.25","1.03",
"USC00172765","FARMINGTON, ME US","1904-07","12","6",,,"0","0","0","30","0",,,"1.85","4.97",
"USC00172765","FARMINGTON, ME US","1904-08","13","10",,,"0","0","0","29","0",,,"1.85","4.57",
"USC00172765","FARMINGTON, ME US","1904-09","10","9",,,"0","2","0","12","0",,,"2.05","4.44",
"USC00172765","FARMINGTON, ME US","1904-10","7","3",,"0","0","11","0","2","0",,"0.0","0.85","2.09","0.0"
"USC00172765","FARMINGTON, ME US","1904-11","6","4",,"4","1","30","5","0","0",,"4.0","1.05","1.83","9.0"
"USC00172765","FARMINGTON, ME US","1904-12","9","2",,"6","14","31","30","0","0",,"10.5","1.07","1.77","18.5"
"USC00172765","FARMINGTON, ME US","1905-01","7","5",,"4","15","30","24","0","0",,"10.5","2.20","3.79","26.6"
"USC00172765","FARMINGTON, ME US","1905-02","6","3",,"3","15","28","21","0","0",,"4.5","0.25","0.71","12.0"
"USC00172765","FARMINGTON, ME US","1905-03","5","2",,"0","4","28","7","0","0",,"0.0","1.02","1.41","0.0"
"USC00172765","FARMINGTON, ME US","1905-04","6","3",,"0","0","22","0","2","0",,"0.0","0.90","2.12","0.0"
"USC00172765","FARMINGTON, ME US","1905-05","14","10",,"0","0","5","0","12","0",,"0.0","0.50","2.66","0.0"
"USC00172765","FARMINGTON, ME US","1905-06","15","9",,,"0","0","0","21","0",,,"1.33","3.60",
"USC00172765","FARMINGTON, ME US","1905-07","9","5",,,"0","0","0","29","1",,,"1.71","4.07",
"USC00172765","FARMINGTON, ME US","1905-08","9","7",,,"0","0","0","28","0",,,"1.33","3.10",
"USC00172765","FARMINGTON, ME US","1905-09","12","6",,,"0","2","0","9","0",,,"1.13","5.34",
"USC00172765","FARMINGTON, ME US","1905-10","5","3",,,"0","13","0","9","0",,,"0.93","1.24",
"USC00172765","FARMINGTON, ME US","1905-11","10","7",,"5","1","26","2","0","0",,"2.5","0.63","2.59","8.0"
"USC00172765","FARMINGTON, ME US","1905-12","8","7",,"6","5","28","10","0","0",,"6.5","0.62","2.63","17.0"
"USC00172765","FARMINGTON, ME US","1906-01","6","6",,"2","5","29","12","0","0",,"3.0","0.80","2.29","6.0"
"USC00172765","FARMINGTON, ME US","1906-02","6","5",,"3","10","26","14","0","0",,"8.0","0.80","1.89","19.0"
"USC00172765","FARMINGTON, ME US","1906-03","13","8",,"7","9","30","11","0","0",,"10.5","1.12","4.30","29.6"
"USC00172765","FARMINGTON, ME US","1906-04","6","5",,"3","0","23","0","0","0",,"9.0","1.06","2.06","12.0"
"USC00172765","FARMINGTON, ME US","1906-05","17","8",,,"0","6","0","10","0",,,"1.06","3.65",
"USC00172765","FARMINGTON, ME US","1906-06","14","12",,,"0","1","0","21","0",,,"1.02","5.41",
"USC00172765","FARMINGTON, ME US","1906-07","10","8",,,"0","0","0","30","0",,,"2.20","6.38",
"USC00172765","FARMINGTON, ME US","1906-08","8","4",,,"0","0","0","31","3",,,"1.65","2.42",
"USC00172765","FARMINGTON, ME US","1906-09","8","2",,,"0","3","0","19","0",,,"0.27","0.66",
"USC00172765","FARMINGTON, ME US","1906-10","10","6",,,"0","12","0","5","0",,,"1.40","4.25",
"USC00172765","FARMINGTON, ME US","1906-11","10","6",,"3","0","24","2","0","0",,"6.0","1.10","2.94","11.0"
"USC00172765","FARMINGTON, ME US","1906-12","12","8",,"9","11","30","24","0","0",,"5.0","0.80","3.17","28.5"
"USC00172765","FARMINGTON, ME US","1907-01","11","5",,"7","15","29","18","0","0",,"4.0","0.82","2.34","16.0"
"USC00172765","FARMINGTON, ME US","1907-02","9","6",,"9","14","28","23","0","0",,"8.0","0.79","1.96","26.5"
"USC00172765","FARMINGTON, ME US","1907-03","8","6",,"5","4","29","5","0","0",,"8.0","0.96","2.88","15.0"
"USC00172765","FARMINGTON, ME US","1907-04","8","7",,"3","0","24","1","2","0",,"13.0","1.00","4.06","24.0"
"USC00172765","FARMINGTON, ME US","1907-05","8","6",,"2","0","12","0","6","0",,"1.0","0.70","2.57","2.0"
"USC00172765","FARMINGTON, ME US","1907-06","10","6",,,"0","0","0","21","1",,,"0.98","2.88",
"USC00172765","FARMINGTON, ME US","1907-07","15","7",,,"0","0","0","27","2",,,"1.22","4.60",
"USC00172765","FARMINGTON, ME US","1907-08","8","6",,,"0","0","0","25","1",,,"0.58","2.09",
"USC00172765","FARMINGTON, ME US","1907-09","12","9",,,"0","2","0","13","0",,,"1.30","5.97",
"USC00172765","FARMINGTON, ME US","1907-10","7","6",,,"0","19","0","1","0",,,"1.64","6.09",
"USC00172765","FARMINGTON, ME US","1907-11","6","5",,"1","0","25","1","0","0",,"3.0","1.76","4.50","3.0"
"USC00172765","FARMINGTON, ME US","1907-12","6","6",,"3","0","30","9","0","0",,"5.5","0.92","3.29","8.0"
"USC00172765","FARMINGTON, ME US","1908-01","7","3",,"4","5","31","19","0","0",,"1.0","1.17","2.84","5.5"
"USC00172765","FARMINGTON, ME US","1908-02","7","6",,"7","13","28","19","0","0",,"12.0","1.50","4.44","32.0"
"USC00172765","FARMINGTON, ME US","1908-03","12","8",,"6","5","27","5","0","0",,"5.0","0.55","2.82","16.5"
"USC00172765","FARMINGTON, ME US","1908-04","5","3",,"2","0","23","1","3","0",,"6.0","1.24","2.38","7.5"
"USC00172765","FARMINGTON, ME US","1908-05","12","12",,,"0","3","0","16","0",,,"1.73","5.88",
"USC00172765","FARMINGTON, ME US","1908-06","6","5",,,"0","1","0","24","1",,,"0.68","2.06",
"USC00172765","FARMINGTON, ME US","1908-07","13","9",,,"0","0","0","31","5",,,"0.90","2.83",
"USC00172765","FARMINGTON, ME US","1908-08","11","8",,,"0","0","0","25","0",,,"1.14","4.87",
"USC00172765","FARMINGTON, ME US","1908-09","5","3",,,"0","2","0","22","0",,,"0.91","1.48",
"USC00172765","FARMINGTON, ME US","1908-10","6","5",,"0","0","12","0","10","0",,"0.5","0.84","2.59","0.5"
"USC00172765","FARMINGTON, ME US","1908-11","8","5",,"3","0","24","3","0","0",,"5.0","0.65","1.63","8.0"
"USC00172765","FARMINGTON, ME US","1908-12","11","5",,"7","8","30","22","0","0",,"5.0","1.24","3.09","23.5"
"USC00172765","FARMINGTON, ME US","1909-01","10","9",,"7","11","31","21","0","0",,"16.0","1.56","5.73","36.5"
"USC00172765","FARMINGTON, ME US","1909-02","7","6",,"5","7","28","16","0","0",,"4.0","2.16","6.32","13.5"
"USC00172765","FARMINGTON, ME US","1909-03","9","9",,"4","3","29","5","0","0",,"6.0","1.47","3.92","16.5"
"USC00172765","FARMINGTON, ME US","1909-04","13","8",,"3","0","21","0","0","0",,"2.0","0.98","3.94","4.0"
"USC00172765","FARMINGTON, ME US","1909-06","4","1",,,"0","0","0","23","0",,,"1.71","1.90",
"USC00172765","FARMINGTON, ME US","1909-07","8","4",,,"0","0","0","26","2",,,"0.85","2.05",
"USC00172765","FARMINGTON, ME US","1910-01","7","4",,"6","7","31","15","0","0",,"3.0","1.50","3.40","12.5"
"USC00172765","FARMINGTON, ME US","1910-02","9","9",,,"8","25","16","0","0",,,"0.70","2.97",
"USC00172765","FARMINGTON, ME US","1910-03","6","3",,"2","1","28","0","2","0",,"3.0","0.60","1.41","6.0"
"USC00172765","FARMINGTON, ME US","1910-04","11","8",,,"0","13","0","1","0",,,"1.00","4.39",
"USC00172765","FARMINGTON, ME US","1910-05","14","8",,,"0","5","0","12","0",,,"0.45","2.17",
"USC00172765","FARMINGTON, ME US","1910-06","15","7",,,"0","0","0","18","0",,,"0.77","3.15",
"USC00172765","FARMINGTON, ME US","1910-07","12","7",,,"0","0","0","31","1",,,"0.66","3.10",
"USC00172765","FARMINGTON, ME US","1910-08","8","6",,,"0","0","0","29","0",,,"1.66","3.94",
"USC00172765","FARMINGTON, ME US","1910-09","12","7",,,"0","2","0","22","0",,,"0.71","2.30",
"USC00172765","FARMINGTON, ME US","1910-10","8","5",,"1","0","13","0","7","0",,"1.0","0.31","1.19","1.0"
"USC00172765","FARMINGTON, ME US","1910-11","10","6",,"4","0","26","1","0","0",,"7.0","0.95","2.31","11.0"
"USC00172765","FARMINGTON, ME US","1910-12","11","5",,"5","11","31","20","0","0",,"4.0","1.53","2.74","12.5"
"USC00172765","FARMINGTON, ME US","1911-01","10","4",,"3","12","30","17","0","0",,"7.0","0.62","1.96","15.6"
"USC00172765","FARMINGTON, ME US","1911-02","10","3",,"8","11","27","17","0","0",,"7.0","0.78","2.07","25.4"
"USC00172765","FARMINGTON, ME US","1911-03","13","10",,"9","7","30","9","0","0",,"7.0","1.10","5.54","31.5"
"USC00172765","FARMINGTON, ME US","1911-04","5","2",,"2","0","25","2","5","0",,"4.5","0.58","1.03","5.5"
"USC00172765","FARMINGTON, ME US","1911-05","4","3",,"0","0","5","0","26","4",,"0.0","0.60","1.20","0.0"
"USC00172765","FARMINGTON, ME US","1911-06","14","7",,,"0","0","0","25","0",,,"1.41","4.72",
"USC00172765","FARMINGTON, ME US","1911-07","9","3",,,"0","0","0","30","13",,,"1.87","2.69",
"USC00172765","FARMINGTON, ME US","1911-08","8","7",,,"0","0","0","25","1",,,"1.15","3.90",
"USC00172765","FARMINGTON, ME US","1911-09","14","8",,,"0","4","0","18","0",,,"0.62","3.21",
"USC00172765","FARMINGTON, ME US","1911-10","10","7",,"0","0","13","0","4","0",,"0.0","0.73","3.08","0.0"
"USC00172765","FARMINGTON, ME US","1911-11","12","8",,"2","0","24","1","0","0",,"8.0","0.90","3.41","9.0"
"USC00172765","FARMINGTON, ME US","1911-12","9","7",,"4","2","29","11","0","0",,"4.0","1.77","3.06","10.0"
"USC00172765","FARMINGTON, ME US","1912-01","10","6",,,"16","31","27","0","0",,,"1.39","4.23",
"USC00172765","FARMINGTON, ME US","1912-02","5","3",,"5","9","29","21","0","0",,"14.0","1.34","2.79","23.0"
"USC00172765","FARMINGTON, ME US","1912-03","6","6",,"3","6","31","10","0","0",,"4.0","1.54","3.81","8.5"
"USC00172765","FARMINGTON, ME US","1912-04","11","9",,"2","0","22","0","1","0",,"5.0","0.65","2.91","9.0"
"USC00172765","FARMINGTON, ME US","1912-05","18","13",,"0","0","3","0","9","0",,"0.0","1.32","6.52","0.0"
"USC00172765","FARMINGTON, ME US","1912-06","8","4",,,"0","1","0","21","0",,,"0.37","1.03",
"USC00172765","FARMINGTON, ME US","1912-07","9","7",,,"0","0","0","27","8",,,"0.56","2.04",
"USC00172765","FARMINGTON, ME US","1912-08","19","8",,,"0","0","0","17","0",,,"1.22","5.80",
"USC00172765","FARMINGTON, ME US","1912-09","12","7",,,"0","3","0","10","0",,,"1.33","3.53",
"USC00172765","FARMINGTON, ME US","1912-10","9","6",,,"0","10","0","5","0",,,"2.19","4.61",
"USC00172765","FARMINGTON, ME US","1912-11","7","6",,"2","0","25","3","0","0",,"8.0","1.84","4.62","9.5"
"USC00172765","FARMINGTON, ME US","1912-12","6","5",,"2","0","30","12","0","0",,"8.0","0.88","2.65","9.5"
"USC00172765","FARMINGTON, ME US","1913-01","11","9",,"5","5","30","17","0","0",,"3.0","0.56","2.54","11.5"
"USC00172765","FARMINGTON, ME US","1913-02","7","3",,"6","10","28","21","0","0",,"3.0","0.50","1.17","11.5"
"USC00172765","FARMINGTON, ME US","1913-04","9","6",,"1","0","17","0","6","0",,"2.0","0.95","2.30","2.0"
"USC00172765","FARMINGTON, ME US","1913-05","12","7",,"0","0","6","0","6","0",,"0.0","1.20","3.46","0.0"
"USC00172765","FARMINGTON, ME US","1913-06","8","3",,,"0","0","0","27","1",,,"0.35","0.79",
"USC00172765","FARMINGTON, ME US","1913-07","13","8",,,"0","0","0","31","2",,,"1.20","2.90",
"USC00172765","FARMINGTON, ME US","1913-08","8","5",,,"0","0","0","30","2",,,"0.97","3.09",
"USC00172765","FARMINGTON, ME US","1913-09","8","7",,,"0","6","0","13","1",,,"4.02","6.00",
"USC00172765","FARMINGTON, ME US","1913-10","17","12",,,"0","5","0","4","0",,,"1.47","6.59",
"USC00172765","FARMINGTON, ME US","1913-11","8","5",,"1","0","23","2","0","0",,"3.0","0.66","2.31","3.0"
"USC00172765","FARMINGTON, ME US","1913-12","6","4",,"3","2","30","11","0","0",,"11.5","1.04","3.02","19.0"
"USC00172765","FARMINGTON, ME US","1914-01","11","5",,"4","13","31","22","0","0",,"6.0","0.90","2.19","12.5"
"USC00172765","FARMINGTON, ME US","1914-02","6","4",,"2","17","28","21","0","0",,"13.0","1.15","1.81","17.0"
"USC00172765","FARMINGTON, ME US","1914-03","9","7",,,"0","25","6","0","0",,,"3.00","5.33",
"USC00172765","FARMINGTON, ME US","1914-04","10","8",,"3","0","24","0","1","0",,"5.0","1.00","4.90","11.5"
"USC00172765","FARMINGTON, ME US","1914-05","3","2",,,"0","3","0","17","2",,,"1.32","1.62",
"USC00172765","FARMINGTON, ME US","1914-06","10","8",,,"0","0","0","21","2",,,"0.75","2.67",
