"STATION","NAME","DATE","DP01","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMSD","EMSN","EMXP","PRCP","SNOW"
"USC00172765","FARMINGTON, ME US","1999-04","5","1","0","0","0","23","0","0","0","0","0.0","0.16","0.29","0.0"
"USC00172765","FARMINGTON, ME US","1999-05","11","7","0","0","0","4","0","16","0","0","0.0","1.39","3.19","0.0"
"USC00172765","FARMINGTON, ME US","1999-06","12","6","0","0","0","0","0","27","1","0","0.0","1.22","3.20","0.0"
"USC00172765","FARMINGTON, ME US","1999-07","14","5","0","0","0","0","0","29","2","0","0.0","0.68","2.09","0.0"
"USC00172765","FARMINGTON, ME US","1999-08","11","7","0","0","0","0","0","28","1","0","0.0","1.14","3.95","0.0"
"USC00172765","FARMINGTON, ME US","1999-09","12","5","0","0","0","1","0","18","1","0","0.0","4.36","9.69","0.0"
"USC00172765","FARMINGTON, ME US","1999-10","13","8","0","0","0","19","0","1","0","0","0.0","1.26","4.74","0.0"
"USC00172765","FARMINGTON, ME US","1999-11","12","8","1","0","0","25","0","0","0","1","0.2","1.26","3.56","0.2"
"USC00172765","FARMINGTON, ME US","1999-12","10","5","1","0","0","27","13","0","0","1","0.1","0.79","2.01","0.1"
"USC00172765","FARMINGTON, ME US","2000-01","10","6","28","5","11","30","20","0","0","19","9.0","1.16","4.36","22.0"
"USC00172765","FARMINGTON, ME US","2000-02","9","5","29","5","8","26","16","0","0","36","10.0","1.45","3.04","22.0"
"USC00172765","FARMINGTON, ME US","2000-03","8","7","22","5","0","29","3","0","0","17","6.0","2.04","4.13","13.0"
"USC00172765","FARMINGTON, ME US","2000-04","17","9","1","2","0","18","0","1","0","2","3.0","1.56","7.06","5.0"
"USC00172765","FARMINGTON, ME US","2000-05","14","10","0","0","0","6","0","6","0","0","0.0","1.09","5.19","0.0"
"USC00172765","FARMINGTON, ME US","2000-06","14","9","0","0","0","0","0","20","0","0","0.0","0.70","3.14","0.0"
"USC00172765","FARMINGTON, ME US","2000-07","14","9","0","0","0","0","0","26","0","0","0.0","2.52","5.66","0.0"
"USC00172765","FARMINGTON, ME US","2000-08","12","7","0","0","0","0","0","28","0","0","0.0","0.81","2.52","0.0"
"USC00172765","FARMINGTON, ME US","2000-09","9","5","0","0","0","6","0","11","0","0","0.0","0.95","2.11","0.0"
"USC00172765","FARMINGTON, ME US","2000-10","11","7","1","1","0","14","0","6","0","4","5.0","1.05","4.02","5.0"
"USC00172765","FARMINGTON, ME US","2000-11","14","8","9","3","0","17","3","0","0","4","4.0","1.16","3.55","7.0"
"USC00172765","FARMINGTON, ME US","2000-12","10","8",,"5","6","30","23","0","0",,"7.0","2.34","5.79","18.5"
"USC00172765","FARMINGTON, ME US","2001-01","7","4","29","4","13","31","25","0","0","20","4.5","0.73","1.64","11.1"
"USC00172765","FARMINGTON, ME US","2001-02","12","8","28","8","8","28","21","0","0","47","13.0","1.27","4.01","38.3"
"USC00172765","FARMINGTON, ME US","2001-03","10","8","31","8","5","31","8","0","0","48","14.0","1.85","7.58","58.3"
"USC00172765","FARMINGTON, ME US","2001-04","5","2","21","0","0","26","1","3","0","47","0.0","0.66","0.90","0.0"
"USC00172765","FARMINGTON, ME US","2001-05","8","5","0","0","0","5","0","17","0","0","0.0","0.89","2.63","0.0"
"USC00172765","FARMINGTON, ME US","2001-06","10","8","0","0","0","0","0","26","3","0","0.0","1.45","5.51","0.0"
"USC00172765","FARMINGTON, ME US","2001-07","15","9","0","0","0","0","0","26","1","0","0.0","0.79","3.15","0.0"
"USC00172765","FARMINGTON, ME US","2001-08","11","4","0","0","0","0","0","31","3","0","0.0","0.38","1.04","0.0"
"USC00172765","FARMINGTON, ME US","2001-09","10","7","0","0","0","2","0","17","0","0","0.0","1.57","4.39","0.0"
"USC00172765","FARMINGTON, ME US","2001-10","14","6","1","1","0","17","0","7","0","1","1.0","0.49","1.74","1.0"
"USC00172765","FARMINGTON, ME US","2001-11","14","7","2","1","0","21","2","0","0","2","3.0","0.66","2.10","3.0"
"USC00172765","FARMINGTON, ME US","2001-12","16","7","18","6","0","28","11","0","0","10","4.0","0.57","2.09","14.2"
"USC00172765","FARMINGTON, ME US","2002-01","14","7","31","9","2","31","14","0","0","17","7.0","0.85","3.07","28.8"
"USC00172765","FARMINGTON, ME US","2002-02","9","5","28","3","5","28","12","0","0","18","2.5","0.74","3.36","6.7"
"USC00172765","FARMINGTON, ME US","2002-03","13","7","18","3","0","30","3","0","0","10","8.0","0.98","3.83","16.1"
"USC00172765","FARMINGTON, ME US","2002-04","12","12","2","3","0","17","0","2","0","3","4.0","0.76","4.94","8.0"
"USC00172765","FARMINGTON, ME US","2002-05","15","7","1","1","0","11","0","11","0","2","3.0","1.21","4.22","3.0"
"USC00172765","FARMINGTON, ME US","2002-06","12","8","0","0","0","1","0","18","0","0","0.0","1.11","3.57","0.0"
"USC00172765","FARMINGTON, ME US","2002-07","12","6","0","0","0","0","0","29","3","0","0.0","1.48","2.74","0.0"
"USC00172765","FARMINGTON, ME US","2002-08","7","4","0","0","0","0","0","28","7","0","0.0","0.29","0.94","0.0"
"USC00172765","FARMINGTON, ME US","2002-09","9","8","0","0","0","2","0","20","3","0","0.0","1.11","3.71","0.0"
"USC00172765","FARMINGTON, ME US","2002-10","13","6","0","0","0","20","0","3","0","0","0.0","0.77","3.18","0.0"
"USC00172765","FARMINGTON, ME US","2002-11","17","8",,"4","0","27","6","0","0",,"6.0","1.27","4.24","15.9"
"USC00172765","FARMINGTON, ME US","2002-12","7","5","2","2","2","31","16","0","0","3","3.0","0.87","2.28","4.8"
"USC00172765","FARMINGTON, ME US","2003-01","8","2","28","2","14","31","30","0","0","19","19.0","1.29","1.57","22.0"
"USC00172765","FARMINGTON, ME US","2003-02","9","5","28","4","14","28","18","0","0","18","4.5","0.75","2.02","11.5"
"USC00172765","FARMINGTON, ME US","2003-03","9","8","21","3","5","28","10","0","0","20","6.0","0.63","3.22","11.5"
"USC00172765","FARMINGTON, ME US","2003-04","7","4","2","1","0","21","2","2","0","3","3.3","0.46","1.62","3.3"
"USC00172765","FARMINGTON, ME US","2003-05","18","11","0","0","0","6","0","6","0","0","0.0","0.79","3.70","0.0"
"USC00172765","FARMINGTON, ME US","2003-06","12","7","0","0","0","0","0","24","4","0","0.0","1.00","3.81","0.0"
"USC00172765","FARMINGTON, ME US","2003-07","10","6","0","0","0","0","0","29","0","0","0.0","0.91","2.97","0.0"
"USC00172765","FARMINGTON, ME US","2003-08","14","7","0","0","0","0","0","26","0","0","0.0","1.78","3.54","0.0"
"USC00172765","FARMINGTON, ME US","2003-09","11","7","0","0","0","0","0","18","0","0","0.0","1.47","5.30","0.0"
"USC00172765","FARMINGTON, ME US","2003-10","15","6","0","0","0","15","0","5","0","0","0.0","2.36","10.05","0.0"
"USC00172765","FARMINGTON, ME US","2003-11","12","7","0","0","0","22","2","1","0","0","0.5","1.29","4.62","0.5"
"USC00172765","FARMINGTON, ME US","2003-12","11","9","26","4","4","31","15","0","0","40","26.0","2.46","10.66","55.5"
"USC00172765","FARMINGTON, ME US","2004-01","7","2","31","4","19","31","29","0","0","18","3.5","0.30","0.69","7.3"
"USC00172765","FARMINGTON, ME US","2004-02","6","4","29","5","8","29","11","0","0","21","6.3","0.68","2.12","18.0"
"USC00172765","FARMINGTON, ME US","2004-03","15","6","25","1","0","29","5","0","0","14","3.0","0.66","1.91","4.5"
"USC00172765","FARMINGTON, ME US","2004-04","13","8","0","1","0","18","0","3","0","0","1.3","1.21","4.82","1.6"
"USC00172765","FARMINGTON, ME US","2004-05","16","10","0","0","0","3","0","12","0","0","0.0","0.94","4.88","0.0"
"USC00172765","FARMINGTON, ME US","2004-06","11","4","0","0","0","0","0","20","0","0","0.0","0.49","1.44","0.0"
"USC00172765","FARMINGTON, ME US","2004-07","16","12","0","0","0","0","0","26","0","0","0.0","0.81","5.06","0.0"
"USC00172765","FARMINGTON, ME US","2004-08","13","9","0","0","0","0","0","30","0","0","0.0","2.68","6.67","0.0"
"USC00172765","FARMINGTON, ME US","2004-09","6","3","0","0","0","1","0","17","0","0","0.0","1.19","2.38","0.0"
"USC00172765","FARMINGTON, ME US","2004-10","7","4","0","0","0","12","0","2","0","0","0.0","1.65","2.88","0.0"
"USC00172765","FARMINGTON, ME US","2004-11","10","7","0","1","0","27","0","0","0","0","1.0","2.26","5.38","1.0"
"USC00172765","FARMINGTON, ME US","2004-12","15","9","29","7","5","31","18","0","0","6","3.0","1.46","5.13","13.0"
"USC00172765","FARMINGTON, ME US","2005-01","16","8","31","7","15","31","24","0","0","11","3.0","0.50","2.33","14.4"
"USC00172765","FARMINGTON, ME US","2005-02","9","5","28","5","10","28","16","0","0","26","17.0","1.77","3.46","31.1"
"USC00172765","FARMINGTON, ME US","2005-03","8","5","31","6","2","30","9","0","0","43","14.0","1.84","4.90","34.3"
"USC00172765","FARMINGTON, ME US","2005-04","15","9","6","0","0","18","0","3","0","11","0.5","2.29","9.80","1.1"
"USC00172765","FARMINGTON, ME US","2005-05","22","10","0","0","0","5","0","2","0","0","0.0","2.18","7.28","0.0"
"USC00172765","FARMINGTON, ME US","2005-06","12","9","0","0","0","0","0","25","2","0","0.0","1.70","5.69","0.0"
"USC00172765","FARMINGTON, ME US","2005-07","8","3","0","0","0","0","0","28","0","0","0.0","1.09","2.32","0.0"
"USC00172765","FARMINGTON, ME US","2005-08","13","9","0","0","0","0","0","30","1","0","0.0","1.51","4.49","0.0"
"USC00172765","FARMINGTON, ME US","2005-09","11","6","0","0","0","1","0","18","0","0","0.0","0.93","2.56","0.0"
"USC00172765","FARMINGTON, ME US","2005-10","12","8","1","1","0","9","0","5","0","1","2.0","3.40","14.34","2.5"
"USC00172765","FARMINGTON, ME US","2005-11","14","10","6","2","0","20","5","0","0","4","4.0","1.64","7.30","7.5"
"USC00172765","FARMINGTON, ME US","2005-12","12","7","23","4","5","31","16","0","0","6","5.0","1.00","3.34","11.7"
"USC00172765","FARMINGTON, ME US","2006-01","14","10","25","7","2","31","13","0","0","10","4.5","1.50","5.52","23.8"
"USC00172765","FARMINGTON, ME US","2006-02","8","4","13","0","4","27","17","0","0","8","0.5","1.08","2.33","1.0"
"USC00172765","FARMINGTON, ME US","2006-03","4","4","1","1","0","28","10","1","0","3","3.5","0.40","1.10","3.5"
"USC00172765","FARMINGTON, ME US","2006-04","8","4","1","1","0","19","0","3","0","1","1.7","1.12","1.88","1.7"
"USC00172765","FARMINGTON, ME US","2006-05","17","11","0","0","0","2","0","9","0","0","0.0","1.22","6.18","0.0"
"USC00172765","FARMINGTON, ME US","2006-06","19","16","0","0","0","0","0","22","0","0","0.0","1.62","9.54","0.0"
"USC00172765","FARMINGTON, ME US","2006-07","13","7","0","0","0","0","0","31","3","0","0.0","1.24","3.57","0.0"
"USC00172765","FARMINGTON, ME US","2006-08","13","7","0","0","0","0","0","22","0","0","0.0","1.52","4.16","0.0"
"USC00172765","FARMINGTON, ME US","2006-09","11","7","0","0","0","1","0","16","0","0","0.0","0.40","2.16","0.0"
"USC00172765","FARMINGTON, ME US","2006-10","15","8","0","0","0","14","0","2","0","0","0.0","3.58","10.65","0.0"
"USC00172765","FARMINGTON, ME US","2006-11","12","9","0","0","0","19","0","0","0","0","0.0","1.30","4.69","0.0"
"USC00172765","FARMINGTON, ME US","2006-12","8","8",,"4","0","28","6","0","0",,"2.5","1.32","3.47","8.0"
"USC00172765","FARMINGTON, ME US","2007-01","8","4","27","3","11","31","19","0","0","8","6.0","0.82","2.56","11.3"
"USC00172765","FARMINGTON, ME US","2007-02","5","3","28","3","8","28","19","0","0","30","19.5","2.68","3.46","27.3"
"USC00172765","FARMINGTON, ME US","2007-03","12","5","30","3","4","28","6","0","0","23","8.5","2.08","4.20","20.2"
"USC00172765","FARMINGTON, ME US","2007-04","14","13","14","8","0","23","1","2","0","16","10.5","3.44","10.67","36.1"
"USC00172765","FARMINGTON, ME US","2007-05","10","5","0","0","0","7","0","11","1","0","0.0","1.46","2.84","0.0"
"USC00172765","FARMINGTON, ME US","2007-06","11","4","0","0","0","0","0","21","2","0","0.0","1.14","1.92","0.0"
"USC00172765","FARMINGTON, ME US","2007-07","17","8","0","0","0","0","0","27","0","0","0.0","0.44","2.50","0.0"
"USC00172765","FARMINGTON, ME US","2007-08","13","10","0","0","0","0","0","25","2","0","0.0","1.38","6.41","0.0"
"USC00172765","FARMINGTON, ME US","2007-09","8","4","0","0","0","2","0","15","0","0","0.0","0.72","2.00","0.0"
"USC00172765","FARMINGTON, ME US","2007-10","11","7","0","0","0","6","0","8","0","0","0.0","2.26","4.68","0.0"
"USC00172765","FARMINGTON, ME US","2007-11","11","9","2","1","0","28","3","0","0","1","1.0","2.50","7.22","1.3"
"USC00172765","FARMINGTON, ME US","2007-12","17","10","29","11","5","31","22","0","0","27","10.5","1.25","5.64","47.7"
"USC00172765","FARMINGTON, ME US","2008-01","9","7","31","4","9","31","20","0","0","34","10.0","0.86","2.83","23.1"
"USC00172765","FARMINGTON, ME US","2008-02","15","13","29","12","9","29","14","0","0","38","8.5","1.70","6.60","45.6"
"USC00172765","FARMINGTON, ME US","2008-03","14","7","31","5","1","31","9","0","0","42","6.3","1.69","5.00","17.6"
"USC00172765","FARMINGTON, ME US","2008-04","8","4","16","1","0","22","0","6","0","22","3.0","3.02","4.78","3.0"
"USC00172765","FARMINGTON, ME US","2008-05","10","5","0","0","0","2","0","9","0","0","0.0","1.32","2.42","0.0"
"USC00172765","FARMINGTON, ME US","2008-06","20","15","0","0","0","0","0","21","1","0","0.0","2.28","9.37","0.0"
"USC00172765","FARMINGTON, ME US","2008-07","16","13","0","0","0","0","0","30","0","0","0.0","1.70","7.08","0.0"
"USC00172765","FARMINGTON, ME US","2008-08","15","10","0","0","0","0","0","24","0","0","0.0","1.46","5.33","0.0"
"USC00172765","FARMINGTON, ME US","2008-09","8","8","0","0","0","3","0","11","0","0","0.0","1.52","6.20","0.0"
"USC00172765","FARMINGTON, ME US","2008-10","13","9","0","0","0","15","0","1","0","0","0.0","1.89","3.79","0.0"
"USC00172765","FARMINGTON, ME US","2008-11","13","10",,"3","0","22","6","0","0",,"3.5","2.95","7.85","6.8"
"USC00172765","FARMINGTON, ME US","2008-12","15","10","22","5","7","30","18","0","0","27","17.0","2.05","5.22","34.3"
"USC00172765","FARMINGTON, ME US","2009-01","9","5","31","5","21","31","30","0","0","32","9.5","0.98","2.67","27.7"
"USC00172765","FARMINGTON, ME US","2009-02","11","6","28","3","8","27","14","0","0","48","16.3","1.61","4.08","32.6"
"USC00172765","FARMINGTON, ME US","2009-03","9","9","31","2","3","29","6","0","0","40","3.3","0.52","2.38","5.3"
"USC00172765","FARMINGTON, ME US","2009-04","9","7","1","0","0","15","0","3","1","6","0.0","1.38","4.16","0.0"
"USC00172765","FARMINGTON, ME US","2009-05","17","12","0","0","0","5","0","9","1","0","0.0","1.50","4.89","0.0"
"USC00172765","FARMINGTON, ME US","2009-06","18","11","0","0","0","0","0","15","0","0","0.0","2.44","9.71","0.0"
"USC00172765","FARMINGTON, ME US","2009-07","24","17","0","0","0","0","0","22","0","0","0.0","1.00","7.24","0.0"
"USC00172765","FARMINGTON, ME US","2009-08","12","6","0","0","0","0","0","29","0","0","0.0","2.24","6.04","0.0"
"USC00172765","FARMINGTON, ME US","2009-09","6","4","0","0","0","2","0","14","0","0","0.0","0.82","1.82","0.0"
"USC00172765","FARMINGTON, ME US","2009-10","14","7","0","0","0","12","0","0","0","0","0.0","2.29","5.67","0.0"
"USC00172765","FARMINGTON, ME US","2009-11","10","8","1","1","0","23","0","0","0","2","2.3","2.21","5.42","3.3"
"USC00172765","FARMINGTON, ME US","2009-12","12","7","26","5","2","31","17","0","0","11","8.5","1.72","5.12","20.7"
"USC00172765","FARMINGTON, ME US","2010-01","10","7","31","6","7","31","18","0","0","23","4.3","1.83","3.74","19.1"
"USC00172765","FARMINGTON, ME US","2010-02","7","5","25","3","1","28","10","0","0","8","4.5","1.22","3.02","9.8"
"USC00172765","FARMINGTON, ME US","2010-03","11","6","1","1","0","24","0","0","0","6","1.0","2.21","6.70","1.3"
"USC00172765","FARMINGTON, ME US","2010-04","11","7","1","1","0","12","0","4","0","3","5.0","1.00","3.42","5.0"
"USC00172765","FARMINGTON, ME US","2010-05","10","4","0","0","0","5","0","19","1","0","0.0","0.65","1.68","0.0"
"USC00172765","FARMINGTON, ME US","2010-06","13","10","0","0","0","0","0","21","0","0","0.0","1.02","4.20","0.0"
"USC00172765","FARMINGTON, ME US","2010-07","8","4","0","0","0","0","0","30","1","0","0.0","0.53","1.33","0.0"
"USC00172765","FARMINGTON, ME US","2010-08","11","6","0","0","0","0","0","28","1","0","0.0","1.90","4.21","0.0"
"USC00172765","FARMINGTON, ME US","2010-09","14","9","0","0","0","1","0","13","2","0","0.0","2.95","6.10","0.0"
"USC00172765","FARMINGTON, ME US","2010-10","12","9","0","0","0","9","0","1","0","0","0.5","2.40","5.30","0.5"
"USC00172765","FARMINGTON, ME US","2010-11","10","8","3","1","0","21","0","0","0","1","2.0","1.54","5.10","2.3"
"USC00172765","FARMINGTON, ME US","2010-12","14","6","11","4","0","27","16","0","0","11","6.0","3.19","6.48","13.6"
"USC00172765","FARMINGTON, ME US","2011-01","10","4","28",,"10","30","26","0","0","21",,"0.74","2.14",
"USC00172765","FARMINGTON, ME US","2011-02","10","8","28",,"9","28","17","0","0","35",,"0.63","3.09",
"USC00172765","FARMINGTON, ME US","2011-03","10","7","31",,"3","30","8","0","0","32",,"1.42","4.48",
"USC00172765","FARMINGTON, ME US","2011-04","16","9",,,"0","20","0","1","0",,,"1.90","7.44",
"USC00172765","FARMINGTON, ME US","2011-05","17","11","0","0","0","1","0","8","0","0","0.0","1.58","5.11","0.0"
"USC00172765","FARMINGTON, ME US","2011-06","15","8",,,"0","0","0","20","0",,,"1.02","2.95",
"USC00172765","FARMINGTON, ME US","2011-07","12","6","0","0","0","0","0","30","2","0","0.0","1.12","3.57","0.0"
"USC00172765","FARMINGTON, ME US","2011-08","14","8","0","0","0","0","0","28","0","0","0.0","4.31","8.14","0.0"
"USC00172765","FARMINGTON, ME US","2011-09","12","8","0","0","0","0","0","18","0","0","0.0","0.92","3.86","0.0"
"USC00172765","FARMINGTON, ME US","2011-10","14","9",,,"0","6","0","3","0",,,"1.38","5.68",
"USC00172765","FARMINGTON, ME US","2011-11","8","3",,,"0","19","1","0","0",,,"1.82","4.08",
"USC00172765","FARMINGTON, ME US","2011-12","14","9",,,"2","29","11","0","0",,,"0.78","3.34",
"USC00172765","FARMINGTON, ME US","2012-01","12","9","21","6","7","31","18","0","0","15","6.0","0.65","3.65","22.1"
"USC00172765","FARMINGTON, ME US","2012-02","7","2","26","2","2","28","9","0","0","15","6.3","0.63","0.90","8.3"
"USC00172765","FARMINGTON, ME US","2012-03","11","6","13","6","1","26","5","5","0","15","6.5","0.54","1.94","15.6"
"USC00172765","FARMINGTON, ME US","2012-04","7","5","0","0","0","19","0","5","0","0","0.0","4.10","5.74","0.0"
"USC00172765","FARMINGTON, ME US","2012-05","18","9","0","0","0","3","0","12","0","0","0.0","2.27","5.96","0.0"
"USC00172765","FARMINGTON, ME US","2012-06","13","9","0","0","0","0","0","19","1","0","0.0","3.08","9.18","0.0"
"USC00172765","FARMINGTON, ME US","2012-07","7","5","0","0","0","0","0","30","2","0","0.0","0.44","1.12","0.0"
"USC00172765","FARMINGTON, ME US","2012-08","14","9","0","0","0","0","0","30","0","0","0.0","2.68","7.24","0.0"
"USC00172765","FARMINGTON, ME US","2012-09","13","8","0","0","0","2","0","14","0","0","0.0","1.71","5.26","0.0"
"USC00172765","FARMINGTON, ME US","2012-10","15","10","0","0","0","6","0","3","0","0","0.0","1.46","5.83","0.0"
"USC00172765","FARMINGTON, ME US","2012-11","4","2","0","1","0","27","3","0","0","0","1.4","0.34","0.64","1.7"
"USC00172765","FARMINGTON, ME US","2012-12","15","10","20","8","0","31","13","0","0","19","10.3","1.56","6.83","34.6"
"USC00172765","FARMINGTON, ME US","2013-01","9","3","31","1","8","31","16","0","0","18","4.8","0.64","1.41","5.8"
"USC00172765","FARMINGTON, ME US","2013-02","11","9","28","8","2","28","15","0","0","20","7.6","0.62","3.58","34.6"
"USC00172765","FARMINGTON, ME US","2013-03","11","4","27","2","0","29","4","0","0","18","11.2","0.99","2.35","14.4"
"USC00172765","FARMINGTON, ME US","2013-04","11","4","0","0","0","22","1","2","0","0","0.3","0.51","1.80","0.6"
"USC00172765","FARMINGTON, ME US","2013-05","15","13","0","0","0","8","0","12","0","0","0.0","1.22","6.92","0.0"
"USC00172765","FARMINGTON, ME US","2013-06","16","10","0","0","0","0","0","21","1","0","0.0","2.20","8.59","0.0"
"USC00172765","FARMINGTON, ME US","2013-07","15","10","0","0","0","0","0","28","3","0","0.0","1.60","6.60","0.0"
"USC00172765","FARMINGTON, ME US","2013-08","12","7","0","0","0","0","0","27","0","0","0.0","1.43","4.06","0.0"
"USC00172765","FARMINGTON, ME US","2013-09","12","6","0","0","0","0","0","13","1","0","0.0","2.20","4.64","0.0"
"USC00172765","FARMINGTON, ME US","2013-10","6","3","0","0","0","10","0","6","0","0","0.0","0.48","1.28","0.0"
"USC00172765","FARMINGTON, ME US","2013-11","9","6","1","1","0","26","5","0","0","1","1.2","2.50","4.74","2.1"
"USC00172765","FARMINGTON, ME US","2013-12","18","9","28","6","9","31","24","0","0","20","11.1","1.01","4.06","28.0"
"USC00172765","FARMINGTON, ME US","2014-01","12","4","31","2","15","31","21","0","0","22","1.6","1.22","3.36","4.3"
"USC00172765","FARMINGTON, ME US","2014-02","13","7","28","6","13","28","22","0","0","33","12.5","1.29","4.09","33.7"
"USC00172765","FARMINGTON, ME US","2014-03","9","6","31","6","9","30","15","0","0","39","12.5","1.84","5.78","38.6"
"USC00172765","FARMINGTON, ME US","2014-04","11","8","13","0","0","17","0","0","0","29","0.6","0.88","3.28","1.5"
"USC00172765","FARMINGTON, ME US","2014-05","17","9","0","0","0","4","0","6","0","0","0.0","1.64","4.78","0.0"
"USC00172765","FARMINGTON, ME US","2014-06","9","6","0","0","0","0","0","23","0","0","0.0","1.26","4.32","0.0"
"USC00172765","FARMINGTON, ME US","2014-07","14","11","0","0","0","0","0","28","1","0","0.0","2.78","10.08","0.0"
"USC00172765","FARMINGTON, ME US","2014-08","10","7","0","0","0","0","0","28","0","0","0.0","2.22","4.20","0.0"
"USC00172765","FARMINGTON, ME US","2014-09","7","4","0","0","0","3","0","13","0","0","0.0","0.45","1.10","0.0"
"USC00172765","FARMINGTON, ME US","2014-10","14","12","0","0","0","6","0","3","0","0","0.0","2.24","7.00","0.0"
"USC00172765","FARMINGTON, ME US","2014-11","11","8","6","4","0","26","5","0","0","10","8.0","0.97","3.34","14.1"
"USC00172765","FARMINGTON, ME US","2014-12","14","10","31","6","3","28","11","0","0","10","4.2","1.24","6.18","15.3"
"USC00172765","FARMINGTON, ME US","2015-01","11","7","31","5","15","31","28","0","0","38","19.5","1.72","4.62","41.3"
"USC00172765","FARMINGTON, ME US","2015-02","9","5","28","5","22","28","27","0","0","49","7.8","0.64","1.56","21.1"
"USC00172765","FARMINGTON, ME US","2015-03","8","4","31","3","4","30","10","0","0","44","2.6","0.36","1.22","7.8"
"USC00172765","FARMINGTON, ME US","2015-04","14","9","11","2","0","20","0","1","0","10","1.8","1.05","3.58","5.1"
"USC00172765","FARMINGTON, ME US","2015-05","10","8","0","0","0","4","0","20","0","0","0.0","0.65","2.02","0.0"
"USC00172765","FARMINGTON, ME US","2015-06","13","11","0","0","0","0","0","17","0","0","0.0","1.44","6.54","0.0"
"USC00172765","FARMINGTON, ME US","2015-07","12","7","0","0","0","0","0","27","0","0","0.0","0.84","3.09","0.0"
"USC00172765","FARMINGTON, ME US","2015-08","10","7","0","0","0","0","0","30","0","0","0.0","1.44","4.46","0.0"
"USC00172765","FARMINGTON, ME US","2015-09","9","6","0","0","0","2","0","22","0","0","0.0","4.03","6.08","0.0"
"USC00172765","FARMINGTON, ME US","2015-10","9","5","0","0","0","16","0","2","0","0","0.0","1.43","3.46","0.0"
"USC00172765","FARMINGTON, ME US","2015-11","9","3","0","0","0","21","1","0","0","0","0.8","1.59","2.28","0.8"
"USC00172765","FARMINGTON, ME US","2015-12","18","13","6","1","0","29","5","0","0","8","7.5","0.90","6.02","9.3"
"USC00172765","FARMINGTON, ME US","2016-01","7","5","31","4","6","31","17","0","0","13","6.8","2.31","3.44","13.8"
"USC00172765","FARMINGTON, ME US","2016-02","10","8","29","7","6","29","12","0","0","8","2.8","1.46","5.14","16.2"
"USC00172765","FARMINGTON, ME US","2016-03","11","7","9","2","2","26","4","0","0","7","3.6","1.08","3.45","5.4"
"USC00172765","FARMINGTON, ME US","2016-04","12","6","1","0","0","21","2","3","0","1","0.5","1.01","2.89","1.4"
"USC00172765","FARMINGTON, ME US","2016-05","11","7","0","0","0","2","0","15","0","0","0.0","0.97","2.62","0.0"
"USC00172765","FARMINGTON, ME US","2016-06","8","5","0","0","0","0","0","21","0","0","0.0","1.50","3.64","0.0"
"USC00172765","FARMINGTON, ME US","2016-07","10","6","0","0","0","0","0","27","0","0","0.0","0.76","2.42","0.0"
"USC00172765","FARMINGTON, ME US","2016-08","9","6","0","0","0","0","0","30","1","0","0.0","1.11","3.82","0.0"
"USC00172765","FARMINGTON, ME US","2016-09","7","5","0","0","0","2","0","21","0","0","0.0","0.25","0.86","0.0"
"USC00172765","FARMINGTON, ME US","2016-10","10","6","0","0","0","5","0","3","0","0","0.0","1.98","5.18","0.0"
"USC00172765","FARMINGTON, ME US","2016-11","9","7","3","2","0","25","2","0","0","1","1.1","1.02","4.20","3.9"
"USC00172765","FARMINGTON, ME US","2016-12","13","7","27","5","7","31","17","0","0","31","17.5","1.68","4.87","42.9"
"USC00172765","FARMINGTON, ME US","2017-01","13","7","31","5","6","31","15","0","0","26","5.9","2.04","4.09","13.9"
"USC00172765","FARMINGTON, ME US","2017-02","10","10","28","8","4","27","15","0","0","49","10.4","1.14","5.04","41.0"
"USC00172765","FARMINGTON, ME US","2017-03","10","6","31","2","5","31","14","0","0","35","18.2","1.78","3.13","20.6"
"USC00172765","FARMINGTON, ME US","2017-04","16","9","13","1","0","18","0","5","0","23","3.8","1.16","4.48","5.2"
"USC00172765","FARMINGTON, ME US","2017-05","14","12","0","0","0","3","0","8","1","0","0.0","1.50","5.71","0.0"
"USC00172765","FARMINGTON, ME US","2017-06","14","9","0","0","0","0","0","22","2","0","0.0","0.40","2.42","0.0"
"USC00172765","FARMINGTON, ME US","2017-07","11","6","0","0","0","0","0","29","0","0","0.0","1.68","3.50","0.0"
"USC00172765","FARMINGTON, ME US","2017-08","11","9","0","0","0","0","0","27","0","0","0.0","0.88","4.20","0.0"
"USC00172765","FARMINGTON, ME US","2017-09","7","4","0","0","0","0","0","19","1","0","0.0","1.12","3.22","0.0"
"USC00172765","FARMINGTON, ME US","2017-10","8","8","0","0","0","9","0","7","0","0","0.0","2.04","7.68","0.0"
"USC00172765","FARMINGTON, ME US","2017-11","11","7","0","0","0","26","3","0","0","0","0.0","0.42","2.02","0.0"
"USC00172765","FARMINGTON, ME US","2017-12","11","8","23","6","9","31","17","0","0","15","6.8","0.97","3.66","21.6"
"USC00172765","FARMINGTON, ME US","2018-01","7","6","28","3","8","28","18","0","0","24","10.5","1.16","4.97","16.9"
