#Source: MJ Menne CN Williams Jr. RS Vose NOAA National Climatic Data Center Asheville, NC
#data for Eastport, ME
# http://cdiac.ornl.gov/epubs/ndp/ushcn/ushcn_map_interface.html
State_id  ,YEAR  ,Month  ,PRECIP
'172426',1973,5,6.91 
'172426',1973,6,4.86 
'172426',1973,7,2.87 
'172426',1973,8,3.41 
'172426',1973,9,3.06 
'172426',1973,10,1.93 
'172426',1973,11,3.62 
'172426',1973,12,6.6 
'172426',1974,1,2.73 
'172426',1974,2,4.74 
'172426',1974,3,4.45 
'172426',1974,4,3.45 
'172426',1974,5,3.84 
'172426',1974,6,2.71 
'172426',1974,7,2.21 
'172426',1974,8,1.78 
'172426',1974,9,4.87 
'172426',1974,10,1.35 
'172426',1974,11,4.29 
'172426',1974,12,1.89 
'172426',1975,1,2.92 
'172426',1975,2,1.6 
'172426',1975,3,3.09 
'172426',1975,4,1.93 
'172426',1975,5,1.12 
'172426',1975,6,2.94 
'172426',1975,7,2.48 
'172426',1975,8,1.63 
'172426',1975,9,3.03 
'172426',1975,10,4.32 
'172426',1975,11,6.92 
'172426',1975,12,7.2 
'172426',1976,1,6.63 
'172426',1976,2,4.42 
'172426',1976,3,2.85 
'172426',1976,4,3.21 
'172426',1976,5,6.47 
'172426',1976,6,3.19 
'172426',1976,7,4.33 
'172426',1976,8,3.43 
'172426',1976,9,1.43 
'172426',1976,10,8.8 
'172426',1976,11,1.68 
'172426',1976,12,7.28 
'172426',1977,1,3.64 
'172426',1977,2,2.9 
'172426',1977,3,4.62 
'172426',1977,4,3.08 
'172426',1977,5,2.58 
'172426',1977,6,8.2 
'172426',1977,7,2.58 
'172426',1977,8,4.35 
'172426',1977,9,5.76 
'172426',1977,10,7.71 
'172426',1977,11,2.82 
'172426',1977,12,9.17 
'172426',1978,1,9.76 
'172426',1978,2,1.15 
'172426',1978,3,3.73 
'172426',1978,4,4.65 
'172426',1978,5,1.72 
'172426',1978,6,3.45 
'172426',1978,7,1.19 
'172426',1978,8,0.51 
'172426',1978,9,2.86 
'172426',1978,10,6.49 
'172426',1978,11,1.71 
'172426',1978,12,3.23 
'172426',1979,1,11.95 
'172426',1979,2,3.84 
'172426',1979,3,7.72 
'172426',1979,4,7.09 
'172426',1979,5,9.23 
'172426',1979,6,1.23 
'172426',1979,7,2.99 
'172426',1979,8,6.13 
'172426',1979,9,3.77 
'172426',1979,10,6.46 
'172426',1979,11,3.75 
'172426',1979,12,3.62 
'172426',1980,1,2.47 
'172426',1980,2,1.83 
'172426',1980,3,5.24 
'172426',1980,4,4.88 
'172426',1980,5,1.02 
'172426',1980,6,4.16 
'172426',1980,7,6.83 
'172426',1980,8,2.07 
'172426',1980,9,4.41 
'172426',1980,10,4.25 
'172426',1980,11,4.6 
'172426',1980,12,2.67 
'172426',1981,1,1.63 
'172426',1981,2,3.46 
'172426',1981,3,2.02 
'172426',1981,4,3.02 
'172426',1981,5,3.76 
'172426',1981,6,2.96 
'172426',1981,7,4.58 
'172426',1981,8,4.66 
'172426',1981,9,6.06 
'172426',1981,10,5.19 
'172426',1981,11,4.21 
'172426',1981,12,7.44 
'172426',1982,1,3.65 
'172426',1982,2,4.24 
'172426',1982,3,3.3 
'172426',1982,4,4.2 
'172426',1982,5,0.72 
'172426',1982,6,4.98 
'172426',1982,7,4.21 
'172426',1982,8,3.06 
'172426',1982,9,2.78 
'172426',1982,10,1.58 
'172426',1982,11,5.53 
'172426',1982,12,2.48 
'172426',1983,1,3.5 
'172426',1983,2,3.32 
'172426',1983,3,4.25 
'172426',1983,4,4.97 
'172426',1983,5,6.86 
'172426',1983,6,1.71 
'172426',1983,7,3.66 
'172426',1983,8,3.56 
'172426',1983,9,2.06 
'172426',1983,10,3.43 
'172426',1983,11,8.27 
'172426',1983,12,7.37 
'172426',1984,1,4.16 
'172426',1984,2,5.75 
'172426',1984,3,6.1 
'172426',1984,4,4.12 
'172426',1984,5,6.54 
'172426',1984,6,5.09 
'172426',1984,7,4.11 
'172426',1984,8,1.58 
'172426',1984,9,1.87 
'172426',1984,10,1.75 
'172426',1984,11,1.76 
'172426',1984,12,2.49 
'172426',1985,1,0.76 
'172426',1985,2,1.36 
'172426',1985,3,1.94 
'172426',1985,4,1.53 
'172426',1985,5,2.21 
'172426',1985,6,2.2 
'172426',1985,7,1.13 
'172426',1985,8,4.43 
'172426',1985,9,1.83 
'172426',1985,10,2.35 
'172426',1985,11,5.26 
'172426',1985,12,2.93 
'172426',1986,1,4.57 
'172426',1986,2,2.05 
'172426',1986,3,4.96 
'172426',1986,4,4.48 
'172426',1986,5,2.71 
'172426',1986,6,1.69 
'172426',1986,7,4.66 
'172426',1986,8,5.36 
'172426',1986,9,3.38 
'172426',1986,10,1.74 
'172426',1986,11,4.48 
'172426',1986,12,2.96 
'172426',1987,1,4.26 
'172426',1987,2,0.78 
'172426',1987,3,4.83 
'172426',1987,4,2.22 
'172426',1987,5,3.09 
'172426',1987,6,4.22 
'172426',1987,7,1.3 
'172426',1987,8,1.49 
'172426',1987,9,8.6 
'172426',1987,10,2.66 
'172426',1987,11,4.35 
'172426',1987,12,5.47 
'172426',1988,1,2.96 
'172426',1988,2,4.55 
'172426',1988,3,1.25 
'172426',1988,4,4.65 
'172426',1988,5,3.68 
'172426',1988,6,3.22 
'172426',1988,7,3.2 
'172426',1988,8,5.37 
'172426',1988,9,2.83 
'172426',1988,10,5.02 
'172426',1988,11,5.94 
'172426',1988,12,0.73 
'172426',1989,1,1.82 
'172426',1989,2,2.5 
'172426',1989,3,2.05 
'172426',1989,4,2.05 
'172426',1989,5,8.15 
'172426',1989,6,3.91 
'172426',1989,7,2.61 
'172426',1989,8,1.78 
'172426',1989,9,3.85 
'172426',1989,10,2.69 
'172426',1989,11,5.94 
'172426',1989,12,1.57 
'172426',1990,1,2.17 
'172426',1990,2,1.92 
'172426',1990,3,2.05 
'172426',1990,4,2.03 
'172426',1990,5,7.56 
'172426',1990,6,1.95 
'172426',1990,7,6.19 
'172426',1990,8,2.53 
'172426',1990,9,3.93 
'172426',1990,10,5.03 
'172426',1990,11,1.55 
'172426',1990,12,6.24 
'172426',1991,1,3.82 
'172426',1991,2,0.81 
'172426',1991,3,5.04 
'172426',1991,4,3.3 
'172426',1991,5,2.87 
'172426',1991,6,0.95 
'172426',1991,7,3.49 
'172426',1991,8,9.27 
'172426',1991,9,5.43 
'172426',1991,10,3.01 
'172426',1991,11,4.18 
'172426',1991,12,2.53 
'172426',1992,1,4.61 
'172426',1992,2,3.75 
'172426',1992,3,1.94 
'172426',1992,4,2.14 
'172426',1992,5,0.78 
'172426',1992,6,4.81 
'172426',1992,7,3.22 
'172426',1992,8,3.68 
'172426',1992,9,2.52 
'172426',1992,10,3.9 
'172426',1992,11,3.73 
'172426',1992,12,2.91 
'172426',1993,1,2.72 
'172426',1993,2,2.99 
'172426',1993,3,2.82 
'172426',1993,4,3.17 
'172426',1993,5,1.84 
'172426',1993,6,4.18 
'172426',1993,7,1.47 
'172426',1993,8,0.15 
'172426',1993,9,3.6 
'172426',1993,10,6.76 
'172426',1993,11,4.38 
'172426',1993,12,7.35 
'172426',1994,1,4.6 
'172426',1994,2,0.6 
'172426',1994,3,5.73 
'172426',1994,4,4.69 
'172426',1994,5,5.59 
'172426',1994,6,2.74 
'172426',1994,7,2.15 
'172426',1994,8,1.95 
'172426',1994,9,2.25 
'172426',1994,10,2.08 
'172426',1994,11,4.89 
'172426',1994,12,2.87 
'172426',1995,1,4.93 
'172426',1995,2,3.51 
'172426',1995,3,3.49 
'172426',1995,4,2.8 
'172426',1995,5,2.3 
'172426',1995,6,5.01 
'172426',1995,7,3.7 
'172426',1995,8,1.55 
'172426',1995,9,2.04 
'172426',1995,10,5.74 
'172426',1995,11,6.48 
'172426',1995,12,3.37 
'172426',1996,1,3.91 
'172426',1996,2,3.22 
'172426',1996,3,3.1 
'172426',1996,4,3.41 
'172426',1996,5,2.41 
'172426',1996,6,3.2 
'172426',1996,7,1.74 
'172426',1996,8,0.3 
'172426',1996,9,8.86 
'172426',1996,10,2.86 
'172426',1996,11,2.6 
'172426',1996,12,6.08 
'172426',1997,1,3.02 
'172426',1997,2,2.4 
'172426',1997,3,4.97 
'172426',1997,4,3.06 
'172426',1997,5,3.28 
'172426',1997,6,2.51 
'172426',1997,7,1.55 
'172426',1997,8,1.44 
'172426',1997,9,2.76 
'172426',1997,10,1.32 
'172426',1997,11,4.39 
'172426',1997,12,3.78 
'172426',1998,1,7.64 
'172426',1998,2,3.96 
'172426',1998,3,5.08 
'172426',1998,4,3.53 
'172426',1998,5,1.78 
'172426',1998,6,4 
'172426',1998,7,0.88 
'172426',1998,8,2.06 
'172426',1998,9,4.54 
'172426',1998,10,6.19 
'172426',1998,11,2.45 
'172426',1998,12,2.52 
'172426',1999,1,6.75 
'172426',1999,2,3.55 
'172426',1999,3,5.87 
'172426',1999,4,0.73 
'172426',1999,5,2.38 
'172426',1999,6,1.55 
'172426',1999,7,1.57 
'172426',1999,8,3.21 
'172426',1999,9,6.47 
'172426',1999,10,2.93 
'172426',1999,11,3.93 
'172426',1999,12,5.27 
'172426',2000,1,4.31 
'172426',2000,2,2.74 
'172426',2000,3,4.5 
'172426',2000,4,7.46 
'172426',2000,5,4.32 
'172426',2000,6,1.85 
'172426',2000,7,1.69 
'172426',2000,8,1.89 
'172426',2000,9,3.07 
'172426',2000,10,4.69 
'172426',2000,11,2.51 
'172426',2000,12,4.52 
'172426',2001,1,2.09 
'172426',2001,2,2.9 
'172426',2001,3,3.57 
'172426',2001,4,1.41 
'172426',2001,5,2.45 
'172426',2001,6,5.25 
'172426',2001,7,0.71 
'172426',2001,8,0.67 
'172426',2001,9,2.96 
'172426',2001,10,2.37 
'172426',2001,11,2.38 
'172426',2001,12,2.65 
'172426',2002,1,4 
'172426',2002,2,4.42 
'172426',2002,3,6.89 
'172426',2002,4,6.54 
'172426',2002,5,3.02 
'172426',2002,6,3.37 
'172426',2002,7,3.23 
'172426',2002,8,1.09 
'172426',2002,9,5.46 
'172426',2002,10,3.24 
'172426',2002,11,8.29 
'172426',2002,12,5.22 
'172426',2003,1,2.25 
'172426',2003,2,5.15 
'172426',2003,3,6.99 
'172426',2003,4,2.17 
'172426',2003,5,4.01 
'172426',2003,6,3.15 
'172426',2003,7,3.07 
'172426',2003,8,3.75 
'172426',2003,9,3.14 
'172426',2003,10,8.55 
'172426',2003,11,4.51 
'172426',2003,12,4.4 
'172426',2004,1,0.85 
'172426',2004,2,1.88 
'172426',2004,3,2.4 
'172426',2004,4,3.4 
'172426',2004,5,3.12 
'172426',2004,6,2.94 
'172426',2004,7,1.73 
'172426',2004,8,6.72 
'172426',2004,9,2.55 
'172426',2004,10,3.44 
'172426',2004,11,4.7 
'172426',2004,12,3.97 
'172426',2005,1,2.34 
'172426',2005,2,3.19 
'172426',2005,3,5.26 
'172426',2005,4,6.32 
'172426',2005,5,6.1 
'172426',2005,6,3.89 
'172426',2005,7,2.65 
'172426',2005,8,3.22 
'172426',2005,9,3.82 
'172426',2005,10,10.14 
'172426',2005,11,6.95 
'172426',2005,12,6.36 
'172426',2006,1,3.42 
'172426',2006,2,3.95 
'172426',2006,3,0.93 
'172426',2006,4,4.11 
'172426',2006,5,6.01 
'172426',2006,6,6.19 
'172426',2006,7,4.09 
'172426',2006,8,2.65 
'172426',2006,9,2.43 
'172426',2006,10,7.01 
'172426',2006,11,5.92 
'172426',2006,12,3.46 
'172426',2007,1,2.59 
'172426',2007,2,2.14 
'172426',2007,3,5.29 
'172426',2007,4,4.53 
'172426',2007,5,2.97 
'172426',2007,6,2.87 
'172426',2007,7,2.29 
'172426',2007,8,3.54 
'172426',2007,9,2.16 
'172426',2007,10,3.72 
'172426',2007,11,6.76 
'172426',2007,12,5.09 
'172426',2008,1,3.78 
'172426',2008,2,6.05 
'172426',2008,3,6.04 
'172426',2008,4,2.44 
'172426',2008,5,2.42 
'172426',2008,6,2.45 
'172426',2008,7,3.18 
'172426',2008,8,2.21 
'172426',2008,9,9.3 
'172426',2008,10,5.25 
'172426',2008,11,6.39 
'172426',2008,12,5.57 
'172426',2009,1,4.46 
'172426',2009,2,4.17 
'172426',2009,3,3.43 
'172426',2009,4,8.24 
'172426',2009,5,3.5 
'172426',2009,6,5.88 
'172426',2009,7,4.52 
'172426',2009,8,8.22 
'172426',2009,9,3.67 
'172426',2009,10,8.8 
'172426',2009,11,2.65 
'172426',2009,12,6.6 
