#version,serial,flight,time,state,state_name,acceleration,pressure,altitude,height,speed,temperature,drogue_voltage,main_voltage,battery_voltage
6, 13517, 3,    -0.62, 3,   boost,   -1.68, 100732.00,   49.48,    4.52,    0.34,  8.7, 9.22, 9.24, 9.21
6, 13517, 3,    -0.61, 3,   boost,   -1.77, 100727.00,   49.90,    4.93,    0.30,  8.7, 9.22, 9.24, 9.21
6, 13517, 3,    -0.60, 3,   boost,   -1.86, 100724.00,   50.15,    5.18,    0.27,  8.7, 9.23, 9.24, 9.21
6, 13517, 3,    -0.59, 3,   boost,   -1.96, 100716.00,   50.82,    5.85,    0.24,  8.7, 9.23, 9.24, 9.22
6, 13517, 3,    -0.58, 3,   boost,   -2.06, 100711.00,   51.24,    6.27,    0.20,  8.7, 9.23, 9.24, 9.22
6, 13517, 3,    -0.57, 3,   boost,   -2.16, 100706.00,   51.65,    6.69,    0.17,  8.7, 9.22, 9.24, 9.21
6, 13517, 3,    -0.56, 3,   boost,   -2.27, 100704.00,   51.82,    6.86,    0.13,  8.7, 9.23, 9.24, 9.21
6, 13517, 3,    -0.55, 3,   boost,   -2.37, 100697.00,   52.41,    7.44,    0.10,  8.7, 9.22, 9.24, 9.22
6, 13517, 3,    -0.54, 3,   boost,   -2.48, 100695.00,   52.58,    7.61,    0.06,  8.7, 9.22, 9.24, 9.21
6, 13517, 3,    -0.53, 3,   boost,   -2.59, 100690.00,   52.99,    8.03,    0.03,  8.7, 9.23, 9.24, 9.21
6, 13517, 3,    -0.52, 3,   boost,   -2.70, 100696.00,   52.49,    7.53,   -0.01,  8.7, 9.23, 9.24, 9.21
6, 13517, 3,    -0.51, 3,   boost,   -2.82, 100690.00,   52.99,    8.03,   -0.04,  8.7, 9.22, 9.24, 9.21
6, 13517, 3,    -0.50, 3,   boost,   -2.93, 100688.00,   53.16,    8.20,   -0.08,  8.7, 9.22, 9.24, 9.21
6, 13517, 3,    -0.49, 3,   boost,   -3.05, 100678.00,   54.00,    9.03,   -0.12,  8.7, 9.23, 9.24, 9.21
6, 13517, 3,    -0.48, 3,   boost,   -3.16, 100664.00,   55.17,   10.20,   -0.16,  8.7, 9.23, 9.24, 9.22
6, 13517, 3,    -0.47, 3,   boost,   -3.27, 100639.00,   57.26,   12.30,   -0.20,  8.7, 9.22, 9.24, 9.22
6, 13517, 3,    -0.46, 3,   boost,   -3.39, 100626.00,   58.35,   13.39,   -0.24,  8.7, 9.23, 9.24, 9.21
6, 13517, 3,    -0.45, 3,   boost,   -3.50, 100612.00,   59.52,   14.56,   -0.28,  8.7, 9.23, 9.24, 9.21
6, 13517, 3,    -0.44, 3,   boost,   -3.60, 100574.00,   62.70,   17.74,   -0.32,  8.7, 9.23, 9.24, 9.22
6, 13517, 3,    -0.43, 3,   boost,   -3.71, 100544.00,   65.22,   20.25,   -0.36,  8.7, 9.23, 9.24, 9.21
6, 13517, 3,    -0.42, 3,   boost,   -3.81, 100523.00,   66.98,   22.01,   -0.40,  8.7, 9.23, 9.24, 9.21
6, 13517, 3,    -0.41, 3,   boost,   -3.90, 100507.00,   68.32,   23.35,   -0.44,  8.6, 9.22, 9.24, 9.21
6, 13517, 3,    -0.40, 3,   boost,   -4.00, 100510.00,   68.06,   23.10,   -0.48,  8.6, 9.22, 9.24, 9.21
6, 13517, 3,    -0.39, 3,   boost,   -4.08, 100513.00,   67.81,   22.85,   -0.53,  8.7, 9.23, 9.24, 9.22
6, 13517, 3,    -0.38, 3,   boost,   -4.16, 100515.00,   67.65,   22.68,   -0.57,  8.6, 9.22, 9.24, 9.21
6, 13517, 3,    -0.37, 3,   boost,   -4.24, 100513.00,   67.81,   22.85,   -0.61,  8.6, 9.23, 9.24, 9.21
6, 13517, 3,    -0.36, 3,   boost,   -4.31, 100512.00,   67.90,   22.93,   -0.66,  8.6, 9.23, 9.24, 9.21
6, 13517, 3,    -0.35, 3,   boost,   -4.37, 100515.00,   67.65,   22.68,   -0.70,  8.6, 9.22, 9.24, 9.22
6, 13517, 3,    -0.34, 3,   boost,   -4.43, 100519.00,   67.31,   22.35,   -0.75,  8.6, 9.22, 9.24, 9.21
6, 13517, 3,    -0.33, 3,   boost,   -4.49, 100523.00,   66.98,   22.01,   -0.79,  8.6, 9.23, 9.24, 9.22
6, 13517, 3,    -0.32, 3,   boost,   -4.53, 100529.00,   66.47,   21.51,   -0.84,  8.6, 9.22, 9.24, 9.21
6, 13517, 3,    -0.31, 3,   boost,   -4.58, 100534.00,   66.05,   21.09,   -0.88,  8.6, 9.23, 9.24, 9.22
6, 13517, 3,    -0.30, 3,   boost,   -4.61, 100543.00,   65.30,   20.34,   -0.93,  8.6, 9.22, 9.24, 9.21
6, 13517, 3,    -0.29, 3,   boost,   -4.64, 100545.00,   65.13,   20.17,   -0.97,  8.6, 9.23, 9.24, 9.21
6, 13517, 3,    -0.28, 3,   boost,   -4.67, 100552.00,   64.55,   19.58,   -1.02,  8.6, 9.23, 9.24, 9.22
6, 13517, 3,    -0.27, 3,   boost,   -4.70, 100554.00,   64.38,   19.41,   -1.07,  8.6, 9.22, 9.24, 9.21
6, 13517, 3,    -0.26, 3,   boost,   -4.71, 100553.00,   64.46,   19.50,   -1.12,  8.6, 9.23, 9.25, 9.21
6, 13517, 3,    -0.25, 3,   boost,   -4.73, 100552.00,   64.55,   19.58,   -1.17,  8.6, 9.23, 9.24, 9.22
6, 13517, 3,    -0.24, 3,   boost,   -4.75, 100562.00,   63.71,   18.74,   -1.22,  8.6, 9.22, 9.24, 9.21
6, 13517, 3,    -0.23, 3,   boost,   -4.76, 100556.00,   64.21,   19.25,   -1.26,  8.6, 9.22, 9.24, 9.21
6, 13517, 3,    -0.22, 3,   boost,   -4.77, 100552.00,   64.55,   19.58,   -1.31,  8.6, 9.22, 9.24, 9.22
6, 13517, 3,    -0.21, 3,   boost,   -4.77, 100557.00,   64.13,   19.16,   -1.36,  8.6, 9.23, 9.24, 9.21
6, 13517, 3,    -0.20, 3,   boost,   -4.78, 100555.00,   64.29,   19.33,   -1.41,  8.6, 9.23, 9.24, 9.21
6, 13517, 3,    -0.19, 3,   boost,   -4.79, 100554.00,   64.38,   19.41,   -1.46,  8.6, 9.23, 9.24, 9.22
6, 13517, 3,    -0.18, 3,   boost,   -4.79, 100558.00,   64.04,   19.08,   -1.51,  8.6, 9.23, 9.24, 9.22
6, 13517, 3,    -0.17, 3,   boost,   -4.80, 100566.00,   63.37,   18.41,   -1.56,  8.6, 9.23, 9.24, 9.21
6, 13517, 3,    -0.16, 3,   boost,   -4.80, 100571.00,   62.95,   17.99,   -1.61,  8.6, 9.23, 9.24, 9.21
