#version,serial,flight,time,state,state_name,acceleration,pressure,altitude,height,speed,temperature,drogue_voltage,main_voltage,battery_voltage
6, 13517, 6,    -0.62, 3,   boost,   -1.20, 100044.00,  107.18,   24.78,   -4.40, 68.6, 0.00, 8.30, 8.28
6, 13517, 6,    -0.61, 3,   boost,   -1.25, 100108.00,  101.80,   19.40,   -4.43, 68.7, 0.00, 8.32, 8.30
6, 13517, 6,    -0.60, 3,   boost,   -1.31, 100147.00,   98.52,   16.12,   -4.46, 68.7, 0.00, 8.33, 8.30
6, 13517, 6,    -0.59, 3,   boost,   -1.36, 100061.00,  105.75,   23.35,   -4.50, 68.6, 0.00, 8.33, 8.31
6, 13517, 6,    -0.58, 3,   boost,   -1.42, 100075.00,  104.58,   22.17,   -4.53, 68.6, 0.00, 8.34, 8.31
6, 13517, 6,    -0.57, 3,   boost,   -1.48, 100063.00,  105.59,   23.18,   -4.56, 68.6, 0.00, 8.34, 8.31
6, 13517, 6,    -0.56, 3,   boost,   -1.54, 100049.00,  106.76,   24.36,   -4.59, 68.6, 0.00, 8.34, 8.31
6, 13517, 6,    -0.55, 3,   boost,   -1.60, 100050.00,  106.68,   24.28,   -4.62, 68.6, 0.00, 8.34, 8.31
6, 13517, 6,    -0.54, 3,   boost,   -1.65, 100041.00,  107.44,   25.03,   -4.65, 68.6, 0.00, 8.34, 8.31
6, 13517, 6,    -0.53, 3,   boost,   -1.71, 100054.00,  106.34,   23.94,   -4.68, 68.6, 0.00, 8.34, 8.31
6, 13517, 6,    -0.52, 3,   boost,   -1.77, 100290.00,   86.51,    4.11,   -4.71, 68.7, 0.00, 8.34, 8.31
6, 13517, 6,    -0.51, 3,   boost,   -1.82, 100293.00,   86.26,    3.86,   -4.74, 68.7, 0.00, 8.34, 8.31
6, 13517, 6,    -0.50, 3,   boost,   -1.87, 100283.00,   87.10,    4.70,   -4.77, 68.7, 0.00, 8.34, 8.31
6, 13517, 6,    -0.49, 3,   boost,   -1.92, 100272.00,   88.03,    5.62,   -4.80, 68.7, 0.00, 8.34, 8.31
6, 13517, 6,    -0.48, 3,   boost,   -1.97, 100236.00,   91.05,    8.65,   -4.83, 68.6, 0.00, 8.34, 8.31
6, 13517, 6,    -0.47, 3,   boost,   -2.02,  99743.00,  132.53,   50.13,   -4.85, 68.2, 0.00, 8.34, 8.31
6, 13517, 6,    -0.46, 3,   boost,   -2.06,  99303.00,  169.69,   87.29,   -4.88, 68.1, 0.00, 8.34, 8.31
6, 13517, 6,    -0.45, 3,   boost,   -2.10,  99940.00,  115.93,   33.53,   -4.91, 68.7, 0.00, 8.34, 8.32
6, 13517, 6,    -0.44, 3,   boost,   -2.13, 100306.00,   85.17,    2.77,   -4.94, 68.7, 0.00, 8.34, 8.32
6, 13517, 6,    -0.43, 3,   boost,   -2.16, 100337.00,   82.57,    0.17,   -4.96, 68.7, 0.00, 8.35, 8.31
6, 13517, 6,    -0.42, 3,   boost,   -2.18, 100330.00,   83.16,    0.76,   -4.96, 68.7, 0.00, 8.34, 8.32
6, 13517, 6,    -0.41, 3,   boost,   -2.20, 100336.00,   82.65,    0.25,   -4.99, 68.7, 0.00, 8.34, 8.32
6, 13517, 6,    -0.40, 3,   boost,   -2.21, 100350.00,   81.48,   -0.92,   -5.02, 68.7, 0.00, 8.34, 8.32
6, 13517, 6,    -0.39, 3,   boost,   -2.21, 100363.00,   80.39,   -2.01,   -5.05, 68.7, 0.00, 8.34, 8.32
6, 13517, 6,    -0.38, 3,   boost,   -2.22, 100336.00,   82.65,    0.25,   -5.08, 68.7, 0.00, 8.35, 8.32
6, 13517, 6,    -0.37, 3,   boost,   -2.21, 100303.00,   85.42,    3.02,   -5.10, 68.7, 0.00, 8.35, 8.32
6, 13517, 6,    -0.36, 3,   boost,   -2.20, 100285.00,   86.93,    4.53,   -5.13, 68.7, 0.00, 8.35, 8.32
6, 13517, 6,    -0.35, 3,   boost,   -2.18, 100347.00,   81.73,   -0.67,   -5.16, 68.7, 0.00, 8.35, 8.32
6, 13517, 6,    -0.34, 3,   boost,   -2.16, 100339.00,   82.40,    0.00,   -5.18, 68.7, 0.00, 8.35, 8.32
