#version,serial,flight,time,state,state_name,acceleration,pressure,altitude,height,speed,temperature,drogue_voltage,main_voltage,battery_voltage
6, 13230, 6,    -0.62, 3,   boost,   11.98, 100286.00,   86.85,    3.19,   42.46, 15.7, 0.02, 0.00, 9.24
6, 13230, 6,    -0.61, 3,   boost,   12.45, 100275.00,   87.77,    4.11,   42.81, 15.7, 0.02, 0.00, 9.24
6, 13230, 6,    -0.60, 3,   boost,   12.94, 100280.00,   87.35,    3.69,   43.16, 15.7, 0.02, 0.00, 9.24
6, 13230, 6,    -0.59, 3,   boost,   13.42, 100281.00,   87.27,    3.61,   43.50, 15.8, 0.02, 0.00, 9.24
6, 13230, 6,    -0.58, 3,   boost,   13.90, 100275.00,   87.77,    4.11,   43.85, 15.8, 0.02, 0.00, 9.24
6, 13230, 6,    -0.57, 3,   boost,   14.38, 100281.00,   87.27,    3.61,   44.18, 15.8, 0.02, 0.00, 9.24
6, 13230, 6,    -0.56, 3,   boost,   14.85, 100279.00,   87.44,    3.78,   44.52, 15.7, 0.02, 0.00, 9.24
6, 13230, 6,    -0.55, 3,   boost,   15.31, 100277.00,   87.61,    3.94,   44.85, 15.7, 0.02, 0.00, 9.24
6, 13230, 6,    -0.54, 3,   boost,   15.76, 100282.00,   87.19,    3.52,   45.18, 15.8, 0.02, 0.00, 9.24
6, 13230, 6,    -0.53, 3,   boost,   16.19, 100279.00,   87.44,    3.78,   45.51, 15.8, 0.02, 0.00, 9.25
6, 13230, 6,    -0.52, 3,   boost,   16.60, 100277.00,   87.61,    3.94,   45.83, 15.7, 0.02, 0.00, 9.24
6, 13230, 6,    -0.51, 3,   boost,   16.98, 100278.00,   87.52,    3.86,   46.14, 15.7, 0.02, 0.00, 9.24
6, 13230, 6,    -0.50, 3,   boost,   17.33, 100275.00,   87.77,    4.11,   46.46, 15.7, 0.02, 0.00, 9.24
6, 13230, 6,    -0.49, 3,   boost,   17.65, 100279.00,   87.44,    3.78,   46.76, 15.8, 0.02, 0.00, 9.24
6, 13230, 6,    -0.48, 3,   boost,   17.93, 100279.00,   87.44,    3.78,   47.06, 15.7, 0.02, 0.00, 9.24
6, 13230, 6,    -0.47, 3,   boost,   18.16, 100278.00,   87.52,    3.86,   47.36, 15.8, 0.02, 0.00, 9.24
6, 13230, 6,    -0.46, 3,   boost,   18.34, 100274.00,   87.86,    4.20,   47.65, 15.7, 0.02, 0.00, 9.24
6, 13230, 6,    -0.45, 3,   boost,   18.48, 100271.00,   88.11,    4.45,   47.94, 15.8, 0.02, 0.00, 9.24
6, 13230, 6,    -0.44, 3,   boost,   18.55, 100272.00,   88.03,    4.36,   48.22, 15.7, 0.02, 0.00, 9.24
6, 13230, 6,    -0.43, 3,   boost,   18.57, 100266.00,   88.53,    4.87,   48.50, 15.8, 0.02, 0.00, 9.24
6, 13230, 6,    -0.42, 3,   boost,   18.52, 100270.00,   88.19,    4.53,   48.76, 15.7, 0.02, 0.00, 9.25
