#version,serial,flight,time,state,state_name,acceleration,pressure,altitude,height,speed,temperature,drogue_voltage,main_voltage,battery_voltage
6, 13230, 4,    -0.62, 3,   boost,    6.34, 100738.00,   48.98,    0.17,   14.16,  5.9, 0.00, 0.00, 9.31
6, 13230, 4,    -0.61, 3,   boost,    6.65, 100740.00,   48.81,    0.00,   14.30,  5.9, 0.00, 0.00, 9.31
6, 13230, 4,    -0.60, 3,   boost,    6.97, 100743.00,   48.56,   -0.25,   14.44,  5.9, 0.00, 0.00, 9.31
6, 13230, 4,    -0.59, 3,   boost,    7.31, 100740.00,   48.81,    0.00,   14.58,  5.9, 0.00, 0.00, 9.31
6, 13230, 4,    -0.58, 3,   boost,    7.65, 100738.00,   48.98,    0.17,   14.72,  5.9, 0.00, 0.00, 9.31
6, 13230, 4,    -0.57, 3,   boost,    7.99, 100741.00,   48.73,   -0.08,   14.87,  5.9, 0.00, 0.00, 9.32
6, 13230, 4,    -0.56, 3,   boost,    8.35, 100744.00,   48.48,   -0.33,   15.01,  5.9, 0.00, 0.00, 9.31
6, 13230, 4,    -0.55, 3,   boost,    8.71, 100747.00,   48.23,   -0.59,   15.16,  5.9, 0.00, 0.00, 9.32
6, 13230, 4,    -0.54, 3,   boost,    9.07, 100749.00,   48.06,   -0.75,   15.30,  5.9, 0.00, 0.00, 9.32
6, 13230, 4,    -0.53, 3,   boost,    9.44, 100734.00,   49.31,    0.50,   15.45,  5.9, 0.00, 0.00, 9.31
6, 13230, 4,    -0.52, 3,   boost,    9.81, 100732.00,   49.48,    0.67,   15.60,  5.9, 0.00, 0.00, 9.31
6, 13230, 4,    -0.51, 3,   boost,   10.18, 100732.00,   49.48,    0.67,   15.74,  5.9, 0.00, 0.00, 9.32
6, 13230, 4,    -0.50, 3,   boost,   10.54, 100737.00,   49.06,    0.25,   15.89,  5.9, 0.00, 0.00, 9.32
6, 13230, 4,    -0.49, 3,   boost,   10.90, 100730.00,   49.65,    0.84,   16.04,  5.9, 0.00, 0.00, 9.31
6, 13230, 4,    -0.48, 3,   boost,   11.26, 100709.00,   51.40,    2.59,   16.19,  5.9, 0.00, 0.00, 9.31
6, 13230, 4,    -0.47, 3,   boost,   11.60, 100692.00,   52.83,    4.02,   16.34,  5.9, 0.00, 0.00, 9.31
6, 13230, 4,    -0.46, 3,   boost,   11.94, 100696.00,   52.49,    3.68,   16.49,  5.9, 0.00, 0.00, 9.31
6, 13230, 4,    -0.45, 3,   boost,   12.26, 100694.00,   52.66,    3.85,   16.64,  5.9, 0.00, 0.00, 9.31
6, 13230, 4,    -0.44, 3,   boost,   12.57, 100698.00,   52.32,    3.51,   16.79,  5.9, 0.00, 0.00, 9.31
6, 13230, 4,    -0.43, 3,   boost,   12.86, 100695.00,   52.58,    3.76,   16.94,  5.9, 0.00, 0.00, 9.32
6, 13230, 4,    -0.42, 3,   boost,   13.14, 100685.00,   53.41,    4.60,   17.09,  5.9, 0.00, 0.00, 9.31
6, 13230, 4,    -0.41, 3,   boost,   13.39, 100685.00,   53.41,    4.60,   17.24,  5.9, 0.00, 0.00, 9.31
6, 13230, 4,    -0.40, 3,   boost,   13.63, 100678.00,   54.00,    5.19,   17.39,  5.9, 0.00, 0.00, 9.31
6, 13230, 4,    -0.39, 3,   boost,   13.84, 100674.00,   54.33,    5.52,   17.55,  5.9, 0.00, 0.00, 9.32
6, 13230, 4,    -0.38, 3,   boost,   14.02, 100663.00,   55.25,    6.44,   17.70,  5.9, 0.00, 0.00, 9.32
6, 13230, 4,    -0.37, 3,   boost,   14.19, 100643.00,   56.93,    8.12,   17.85,  5.9, 0.00, 0.00, 9.31
6, 13230, 4,    -0.36, 3,   boost,   14.32, 100646.00,   56.68,    7.86,   18.00,  5.9, 0.00, 0.00, 9.32
6, 13230, 4,    -0.35, 3,   boost,   14.44, 100676.00,   54.16,    5.35,   18.15,  5.9, 0.00, 0.00, 9.31
6, 13230, 4,    -0.34, 3,   boost,   14.52, 100631.00,   57.93,    9.12,   18.31,  5.9, 0.00, 0.00, 9.31
6, 13230, 4,    -0.33, 3,   boost,   14.59, 100635.00,   57.60,    8.79,   18.46,  5.9, 0.00, 0.00, 9.31
6, 13230, 4,    -0.32, 3,   boost,   14.63, 100617.00,   59.10,   10.29,   18.61,  5.9, 0.00, 0.00, 9.32
6, 13230, 4,    -0.31, 3,   boost,   14.65, 100604.00,   60.19,   11.38,   18.76,  5.9, 0.00, 0.00, 9.31
6, 13230, 4,    -0.30, 3,   boost,   14.65, 100585.00,   61.78,   12.97,   18.91,  5.9, 0.00, 0.00, 9.31
6, 13230, 4,    -0.29, 3,   boost,   14.63, 100567.00,   63.29,   14.48,   19.06,  5.9, 0.00, 0.00, 9.31
6, 13230, 4,    -0.28, 3,   boost,   14.59, 100552.00,   64.55,   15.73,   19.22,  5.9, 0.00, 0.00, 9.31
6, 13230, 4,    -0.27, 3,   boost,   14.54, 100531.00,   66.30,   17.49,   19.37,  5.9, 0.00, 0.00, 9.31
6, 13230, 4,    -0.26, 3,   boost,   14.47, 100505.00,   68.48,   19.67,   19.52,  5.9, 0.00, 0.00, 9.31
6, 13230, 4,    -0.25, 3,   boost,   14.39, 100484.00,   70.24,   21.43,   19.66,  5.9, 0.00, 0.00, 9.31
6, 13230, 4,    -0.24, 3,   boost,   14.30, 100460.00,   72.25,   23.44,   19.81,  5.9, 0.00, 0.00, 9.31
6, 13230, 4,    -0.23, 3,   boost,   14.20, 100444.00,   73.60,   24.78,   19.96,  5.9, 0.00, 0.00, 9.31
6, 13230, 4,    -0.22, 3,   boost,   14.09, 100417.00,   75.86,   27.05,   20.11,  5.9, 0.00, 0.00, 9.31
6, 13230, 4,    -0.21, 3,   boost,   13.98, 100405.00,   76.87,   28.05,   20.26,  5.9, 0.00, 0.00, 9.31
6, 13230, 4,    -0.20, 3,   boost,   13.86, 100421.00,   75.52,   26.71,   20.40,  5.9, 0.00, 0.00, 9.31
6, 13230, 4,    -0.19, 3,   boost,   13.74, 100456.00,   72.59,   23.78,   20.55,  5.9, 0.00, 0.00, 9.31
6, 13230, 4,    -0.18, 3,   boost,   13.62, 100457.00,   72.51,   23.70,   20.69,  5.9, 0.00, 0.00, 9.31
6, 13230, 4,    -0.17, 3,   boost,   13.50, 100463.00,   72.00,   23.19,   20.84,  5.9, 0.00, 0.00, 9.31
6, 13230, 4,    -0.16, 3,   boost,   13.38, 100456.00,   72.59,   23.78,   20.98,  5.9, 0.00, 0.00, 9.31
6, 13230, 4,    -0.15, 3,   boost,   13.25, 100453.00,   72.84,   24.03,   21.12,  5.9, 0.00, 0.00, 9.31
6, 13230, 4,    -0.14, 3,   boost,   13.13, 100437.00,   74.18,   25.37,   21.26,  5.9, 0.00, 0.00, 9.31
6, 13230, 4,    -0.13, 3,   boost,   13.01, 100439.00,   74.02,   25.20,   21.40,  5.9, 0.00, 0.00, 9.31
6, 13230, 4,    -0.12, 3,   boost,   12.88, 100428.00,   74.94,   26.13,   21.54,  5.9, 0.00, 0.00, 9.31
6, 13230, 4,    -0.11, 3,   boost,   12.76, 100421.00,   75.52,   26.71,   21.68,  5.9, 0.00, 0.00, 9.31
6, 13230, 4,    -0.10, 3,   boost,   12.62, 100412.00,   76.28,   27.47,   21.82,  5.9, 0.00, 0.00, 9.31
6, 13230, 4,    -0.09, 3,   boost,   12.49, 100406.00,   76.78,   27.97,   21.95,  5.9, 0.00, 0.00, 9.31
6, 13230, 4,    -0.08, 3,   boost,   12.34, 100407.00,   76.70,   27.89,   22.08,  5.9, 0.00, 0.00, 9.31
6, 13230, 4,    -0.07, 3,   boost,   12.20, 100400.00,   77.29,   28.47,   22.22,  5.9, 0.00, 0.00, 9.31
6, 13230, 4,    -0.06, 3,   boost,   12.05, 100388.00,   78.29,   29.48,   22.35,  5.9, 0.00, 0.00, 9.31
6, 13230, 4,    -0.05, 3,   boost,   11.89, 100383.00,   78.71,   29.90,   22.48,  5.9, 0.00, 0.00, 9.31
6, 13230, 4,    -0.04, 3,   boost,   11.73, 100380.00,   78.96,   30.15,   22.60,  5.9, 0.00, 0.00, 9.31
6, 13230, 4,    -0.03, 3,   boost,   11.56, 100374.00,   79.47,   30.65,   22.73,  5.9, 0.00, 0.00, 9.31
6, 13230, 4,    -0.02, 3,   boost,   11.39, 100368.00,   79.97,   31.16,   22.85,  5.9, 0.00, 0.00, 9.32
6, 13230, 4,    -0.01, 3,   boost,   11.22, 100362.00,   80.47,   31.66,   22.97,  5.9, 0.00, 0.00, 9.31
6, 13230, 4,     0.00, 3,   boost,   11.04, 100365.00,   80.22,   31.41,   23.09,  5.9, 0.00, 0.00, 9.31
